restriction,accession,radius,n_sites,n_eligible,observed_close_pair_fraction,null_close_pair_fraction,effect
all_strict_sites,A3KN83,25,14,202,0.7032967032967034,0.040195064282547655,0.6631016390141558
all_strict_sites,A3KN83,30,14,202,0.7362637362637363,0.04704201763459928,0.6892217186291371
all_strict_sites,A4UGR9,5,3,575,0.0,0.0030965005302226937,-0.0030965005302226937
all_strict_sites,A4UGR9,10,3,575,0.0,0.006162702620815028,-0.006162702620815028
all_strict_sites,A4UGR9,15,3,575,0.0,0.009144069080442357,-0.009144069080442357
all_strict_sites,A4UGR9,20,3,575,0.0,0.012276927738221482,-0.012276927738221482
all_strict_sites,A4UGR9,25,3,575,0.0,0.015203757006514164,-0.015203757006514164
all_strict_sites,A4UGR9,30,3,575,0.0,0.018360854415997576,-0.018360854415997576
all_strict_sites,A5YKK6,5,16,276,0.2833333333333333,0.005849802371541502,0.27748353096179185
all_strict_sites,A5YKK6,10,16,276,0.5083333333333333,0.010935441370223979,0.49739789196310935
all_strict_sites,A5YKK6,15,16,276,0.6416666666666667,0.01538866930171278,0.6262779973649539
all_strict_sites,A5YKK6,20,16,276,0.7333333333333333,0.019762845849802372,0.7135704874835309
all_strict_sites,A5YKK6,25,16,276,0.7583333333333333,0.024031620553359685,0.7343017127799736
all_strict_sites,A5YKK6,30,16,276,0.7583333333333333,0.028458498023715414,0.7298748353096179
all_strict_sites,A6H8Y1,5,5,433,0.1,0.004373021982721752,0.09562697801727825
all_strict_sites,A6H8Y1,10,5,433,0.1,0.008179368745188606,0.0918206312548114
all_strict_sites,A6H8Y1,15,5,433,0.1,0.012477546830895562,0.08752245316910444
all_strict_sites,A6H8Y1,20,5,433,0.1,0.016732956975451203,0.0832670430245488
all_strict_sites,A6H8Y1,25,5,433,0.1,0.020560687708493713,0.07943931229150629
all_strict_sites,A6H8Y1,30,5,433,0.1,0.02452741425027799,0.07547258574972202
all_strict_sites,A6NF01,5,10,243,0.1111111111111111,0.013502023603033705,0.0976090875080774
all_strict_sites,A6NF01,10,10,243,0.2222222222222222,0.02588171275039962,0.19634050947182258
all_strict_sites,A6NF01,15,10,243,0.26666666666666666,0.03747916879230011,0.22918749787436654
all_strict_sites,A6NF01,20,10,243,0.3111111111111111,0.04992687820970649,0.26118423290140463
all_strict_sites,A6NF01,25,10,243,0.35555555555555557,0.061150222766384384,0.2944053327891712
all_strict_sites,A6NF01,30,10,243,0.4222222222222222,0.07369996258885148,0.34852225963337075
all_strict_sites,A6NKT7,5,4,260,0.16666666666666666,0.007217107217107217,0.15944955944955944
all_strict_sites,A6NKT7,10,4,260,0.16666666666666666,0.01395901395901396,0.15270765270765269
all_strict_sites,A6NKT7,15,4,260,0.3333333333333333,0.020196020196020195,0.31313731313731313
all_strict_sites,A6NKT7,20,4,260,0.3333333333333333,0.026403326403326405,0.30693000693000694
all_strict_sites,A6NKT7,25,4,260,0.3333333333333333,0.03344223344223344,0.29989109989109985
all_strict_sites,A6NKT7,30,4,260,0.3333333333333333,0.04009504009504009,0.2932382932382932
all_strict_sites,A8CG34,5,48,318,0.031914893617021274,0.009741483641846715,0.022173409975174557
all_strict_sites,A8CG34,10,48,318,0.05673758865248227,0.018768724083883897,0.03796886456859837
all_strict_sites,A8CG34,15,48,318,0.07535460992907801,0.027359482570481916,0.047995127358596096
all_strict_sites,A8CG34,20,48,318,0.09574468085106383,0.03656528381247148,0.059179397038592346
all_strict_sites,A8CG34,25,48,318,0.1125886524822695,0.0451163621213023,0.06747229036096719
all_strict_sites,A8CG34,30,48,318,0.13031914893617022,0.05428248318552467,0.07603666575064555
all_strict_sites,B1AJZ9,5,4,166,0.0,0.008105147864184009,-0.008105147864184009
all_strict_sites,B1AJZ9,10,4,166,0.16666666666666666,0.015407082876962396,0.15125958378970425
all_strict_sites,B1AJZ9,15,4,166,0.16666666666666666,0.022197882438846295,0.14446878422782036
all_strict_sites,B1AJZ9,20,4,166,0.16666666666666666,0.028842643300474625,0.13782402336619204
all_strict_sites,B1AJZ9,25,4,166,0.16666666666666666,0.03643665571376415,0.13023001095290251
all_strict_sites,B1AJZ9,30,4,166,0.16666666666666666,0.04286235852500913,0.12380430814165752
all_strict_sites,B3KS81,5,3,229,0.0,0.012525856125028729,-0.012525856125028729
all_strict_sites,B3KS81,10,3,229,0.3333333333333333,0.0265456216961618,0.3067877116371715
all_strict_sites,B3KS81,15,3,229,0.3333333333333333,0.04068030337853367,0.29265302995479964
all_strict_sites,B3KS81,20,3,229,0.3333333333333333,0.05335938098521413,0.27997395234811917
all_strict_sites,B3KS81,25,3,229,0.3333333333333333,0.06764728414923772,0.2656860491840956
all_strict_sites,B3KS81,30,3,229,0.3333333333333333,0.08105416379376389,0.2522791695395694
all_strict_sites,E9PAV3,5,7,487,0.047619047619047616,0.004241978688704675,0.04337706893034294
all_strict_sites,E9PAV3,10,7,487,0.14285714285714285,0.009337423209200531,0.13351971964794232
all_strict_sites,E9PAV3,15,7,487,0.14285714285714285,0.014061060832678446,0.1287960820244644
all_strict_sites,E9PAV3,20,7,487,0.14285714285714285,0.018860749866910033,0.12399639299023282
all_strict_sites,E9PAV3,25,7,487,0.14285714285714285,0.0238632426631514,0.11899390019399145
all_strict_sites,E9PAV3,30,7,487,0.14285714285714285,0.02854462950287728,0.11431251335426557
all_strict_sites,O00151,5,7,48,0.2857142857142857,0.03280141843971631,0.2529128672745694
all_strict_sites,O00151,10,7,48,0.42857142857142855,0.061170212765957445,0.3674012158054711
all_strict_sites,O00151,15,7,48,0.5238095238095238,0.08776595744680851,0.43604356636271535
all_strict_sites,O00151,20,7,48,0.5714285714285714,0.12145390070921985,0.44997467071935154
all_strict_sites,O00151,25,7,48,0.6666666666666666,0.15425531914893617,0.5124113475177304
all_strict_sites,O00151,30,7,48,0.7142857142857143,0.18971631205673758,0.5245694022289767
all_strict_sites,O00267,5,3,146,0.0,0.009919697685403874,-0.009919697685403874
all_strict_sites,O00267,10,3,146,0.3333333333333333,0.020878601794992915,0.3124547315383404
all_strict_sites,O00267,15,3,146,0.3333333333333333,0.03249881908360888,0.3008345142497244
all_strict_sites,O00267,20,3,146,0.3333333333333333,0.04468587623996221,0.2886474570933711
all_strict_sites,O00267,25,3,146,0.3333333333333333,0.05640056683986774,0.2769327664934656
all_strict_sites,O00267,30,3,146,0.3333333333333333,0.06679263108171941,0.2665407022516139
all_strict_sites,O00268,5,21,149,0.0761904761904762,0.012153092690005442,0.06403738350047075
all_strict_sites,O00268,10,21,149,0.12380952380952381,0.02439688010157809,0.09941264370794572
all_strict_sites,O00268,15,21,149,0.1619047619047619,0.035552330854344276,0.12635243105041763
all_strict_sites,O00268,20,21,149,0.19047619047619047,0.04643569744240885,0.1440404930337816
all_strict_sites,O00268,25,21,149,0.22857142857142856,0.057319064030473425,0.17125236454095513
all_strict_sites,O00268,30,21,149,0.2571428571428571,0.06738617812443316,0.18975667901842397
all_strict_sites,O00443,5,3,248,0.3333333333333333,0.006334073396891733,0.3269992599364416
all_strict_sites,O00443,10,3,248,0.3333333333333333,0.012113099124983675,0.32122023420834966
all_strict_sites,O00443,15,3,248,0.3333333333333333,0.018545122110487137,0.31478821122284617
all_strict_sites,O00443,20,3,248,0.3333333333333333,0.02432414783857908,0.30900918549475426
all_strict_sites,O00443,25,3,248,0.3333333333333333,0.02961342562361238,0.30371990770972096
all_strict_sites,O00443,30,3,248,0.3333333333333333,0.03526185190022202,0.2980714814331113
all_strict_sites,O00469,5,3,63,0.0,0.010752688172043012,-0.010752688172043012
all_strict_sites,O00469,10,3,63,0.0,0.027649769585253458,-0.027649769585253458
all_strict_sites,O00469,15,3,63,0.0,0.041474654377880185,-0.041474654377880185
all_strict_sites,O00469,20,3,63,0.0,0.05273937532002048,-0.05273937532002048
all_strict_sites,O00469,25,3,63,0.0,0.06349206349206349,-0.06349206349206349
all_strict_sites,O00469,30,3,63,0.3333333333333333,0.08038914490527393,0.2529441884280594
all_strict_sites,O00566,5,3,76,1.0,0.014385964912280702,0.9856140350877193
all_strict_sites,O00566,10,3,76,1.0,0.028070175438596492,0.9719298245614035
all_strict_sites,O00566,15,3,76,1.0,0.042105263157894736,0.9578947368421052
all_strict_sites,O00566,20,3,76,1.0,0.05789473684210526,0.9421052631578948
all_strict_sites,O00566,25,3,76,1.0,0.06912280701754386,0.9308771929824562
all_strict_sites,O00566,30,3,76,1.0,0.08280701754385965,0.9171929824561403
all_strict_sites,O00571,5,3,99,0.0,0.02040816326530612,-0.02040816326530612
all_strict_sites,O00571,10,3,99,0.0,0.039579468150896725,-0.039579468150896725
all_strict_sites,O00571,15,3,99,0.0,0.05772005772005772,-0.05772005772005772
all_strict_sites,O00571,20,3,99,0.0,0.07276850133992992,-0.07276850133992992
all_strict_sites,O00571,25,3,99,0.0,0.09049680478251906,-0.09049680478251906
all_strict_sites,O00571,30,3,99,0.0,0.10966810966810966,-0.10966810966810966
all_strict_sites,O00592,5,3,158,0.3333333333333333,0.018947028944610176,0.3143863043887231
all_strict_sites,O00592,10,3,158,0.3333333333333333,0.04176408933322583,0.2915692440001075
all_strict_sites,O00592,15,3,158,0.3333333333333333,0.06329113924050633,0.270042194092827
all_strict_sites,O00592,20,3,158,0.3333333333333333,0.08457631218253649,0.24875702115079684
all_strict_sites,O00592,25,3,158,0.3333333333333333,0.1051358542288156,0.2281974791045177
all_strict_sites,O00592,30,3,158,0.3333333333333333,0.12585664758526163,0.20747668574807168
all_strict_sites,O00712,5,6,70,0.26666666666666666,0.02774327122153209,0.23892339544513458
all_strict_sites,O00712,10,6,70,0.4,0.05134575569358178,0.3486542443064182
all_strict_sites,O00712,15,6,70,0.4666666666666667,0.07453416149068323,0.3921325051759834
all_strict_sites,O00712,20,6,70,0.4666666666666667,0.10144927536231885,0.3652173913043478
all_strict_sites,O00712,25,6,70,0.4666666666666667,0.12795031055900621,0.3387163561076605
all_strict_sites,O00712,30,6,70,0.4666666666666667,0.15693581780538302,0.30973084886128366
all_strict_sites,O14497,5,21,351,0.09047619047619047,0.005095645095645095,0.08538054538054538
all_strict_sites,O14497,10,21,351,0.17142857142857143,0.009898249898249898,0.16153032153032154
all_strict_sites,O14497,15,21,351,0.20952380952380953,0.014554334554334554,0.19496947496947498
all_strict_sites,O14497,20,21,351,0.24761904761904763,0.019145299145299145,0.2284737484737485
all_strict_sites,O14497,25,21,351,0.2761904761904762,0.023687423687423687,0.2525030525030525
all_strict_sites,O14497,30,21,351,0.2904761904761905,0.02866910866910867,0.26180708180708184
all_strict_sites,O14519,5,6,20,0.6,0.12105263157894737,0.4789473684210526
all_strict_sites,O14519,10,6,20,0.9333333333333333,0.22631578947368422,0.7070175438596491
all_strict_sites,O14519,15,6,20,1.0,0.28421052631578947,0.7157894736842105
all_strict_sites,O14519,20,6,20,1.0,0.3473684210526316,0.6526315789473685
all_strict_sites,O14519,25,6,20,1.0,0.45263157894736844,0.5473684210526315
all_strict_sites,O14519,30,6,20,1.0,0.5578947368421052,0.4421052631578948
all_strict_sites,O14639,5,9,112,0.1111111111111111,0.019305019305019305,0.0918060918060918
all_strict_sites,O14639,10,9,112,0.25,0.03474903474903475,0.21525096525096526
all_strict_sites,O14639,15,9,112,0.3611111111111111,0.04954954954954955,0.31156156156156156
all_strict_sites,O14639,20,9,112,0.4166666666666667,0.06467181467181467,0.35199485199485203
all_strict_sites,O14639,25,9,112,0.4444444444444444,0.07850707850707851,0.3659373659373659
all_strict_sites,O14639,30,9,112,0.4444444444444444,0.09041184041184042,0.354032604032604
all_strict_sites,O14686,5,6,744,0.13333333333333333,0.0018053806856828608,0.13152795264765046
all_strict_sites,O14686,10,6,744,0.13333333333333333,0.003892965165921359,0.12944036816741197
all_strict_sites,O14686,15,6,744,0.13333333333333333,0.005944369672498878,0.12738896366083446
all_strict_sites,O14686,20,6,744,0.13333333333333333,0.007952358210683222,0.12538097512265012
all_strict_sites,O14686,25,6,744,0.13333333333333333,0.009880750806813412,0.12345258252651992
all_strict_sites,O14686,30,6,744,0.13333333333333333,0.011834469384506288,0.12149886394882704
all_strict_sites,O14715,5,3,257,0.0,0.007295719844357977,-0.007295719844357977
all_strict_sites,O14715,10,3,257,0.0,0.014105058365758755,-0.014105058365758755
all_strict_sites,O14715,15,3,257,0.0,0.020245622568093386,-0.020245622568093386
all_strict_sites,O14715,20,3,257,0.3333333333333333,0.02629499027237354,0.3070383430609598
all_strict_sites,O14715,25,3,257,0.3333333333333333,0.033073929961089495,0.3002594033722438
all_strict_sites,O14715,30,3,257,0.3333333333333333,0.039609678988326846,0.29372365434500647
all_strict_sites,O14795,5,3,223,0.3333333333333333,0.006787056114410375,0.32654627721892293
all_strict_sites,O14795,10,3,223,0.3333333333333333,0.013533713085282593,0.3197996202480507
all_strict_sites,O14795,15,3,223,0.3333333333333333,0.020563164060921908,0.3127701692724114
all_strict_sites,O14795,20,3,223,0.3333333333333333,0.027431018462408596,0.30590231487092473
all_strict_sites,O14795,25,3,223,0.3333333333333333,0.033288894275441364,0.30004443905789197
all_strict_sites,O14795,30,3,223,0.3333333333333333,0.04056074011230962,0.29277259322102367
all_strict_sites,O14964,5,7,99,0.47619047619047616,0.017522160379303237,0.45866831581117296
all_strict_sites,O14964,10,7,99,0.8571428571428571,0.03421974850546279,0.8229231086373943
all_strict_sites,O14964,15,7,99,1.0,0.049886621315192746,0.9501133786848073
all_strict_sites,O14964,20,7,99,1.0,0.0626674912389198,0.9373325087610802
all_strict_sites,O14964,25,7,99,1.0,0.07647907647907648,0.9235209235209235
all_strict_sites,O14964,30,7,99,1.0,0.0898783755926613,0.9101216244073387
all_strict_sites,O14974,5,46,210,0.08405797101449275,0.014809751651856915,0.06924821936263584
all_strict_sites,O14974,10,46,210,0.14589371980676327,0.02838915470494418,0.11750456510181909
all_strict_sites,O14974,15,46,210,0.18647342995169083,0.041376167691957164,0.14509726225973368
all_strict_sites,O14974,20,46,210,0.21932367149758455,0.054864433811802234,0.16445923768578233
all_strict_sites,O14974,25,46,210,0.2396135265700483,0.06771474139895192,0.17189878517109639
all_strict_sites,O14974,30,46,210,0.2492753623188406,0.08033720665299612,0.16893815566584447
all_strict_sites,O15014,5,9,269,0.16666666666666666,0.007656882871885924,0.15900978379478073
all_strict_sites,O15014,10,9,269,0.3611111111111111,0.015119569439050103,0.345991541672061
all_strict_sites,O15014,15,9,269,0.4166666666666667,0.022221605726016756,0.3944450609406499
all_strict_sites,O15014,20,9,269,0.4166666666666667,0.029212672695999555,0.38745399397066715
all_strict_sites,O15014,25,9,269,0.4166666666666667,0.03592631637352272,0.38074035029314396
all_strict_sites,O15014,30,9,269,0.4166666666666667,0.04347222992842479,0.3731944367382419
all_strict_sites,O15018,5,3,541,0.0,0.0036215513110152667,-0.0036215513110152667
all_strict_sites,O15018,10,3,541,0.0,0.007592250290956391,-0.007592250290956391
all_strict_sites,O15018,15,3,541,0.0,0.011371260354624496,-0.011371260354624496
all_strict_sites,O15018,20,3,541,0.0,0.014958581502019579,-0.014958581502019579
all_strict_sites,O15018,25,3,541,0.0,0.018833436023824195,-0.018833436023824195
all_strict_sites,O15018,30,3,541,0.0,0.02245498733483946,-0.02245498733483946
all_strict_sites,O15027,5,17,356,0.029411764705882353,0.004795062509890806,0.024616702195991547
all_strict_sites,O15027,10,17,356,0.07352941176470588,0.009447697420477923,0.06408171434422796
all_strict_sites,O15027,15,17,356,0.08823529411764706,0.013815477132457668,0.0744198169851894
all_strict_sites,O15027,20,17,356,0.10294117647058823,0.018040829245133724,0.0849003472254545
all_strict_sites,O15027,25,17,356,0.11764705882352941,0.02225035606899826,0.09539670275453115
all_strict_sites,O15027,30,17,356,0.11764705882352941,0.026444057604051274,0.09120300121947814
all_strict_sites,O15031,5,3,234,0.0,0.004805399655185063,-0.004805399655185063
all_strict_sites,O15031,10,3,234,0.0,0.010050988591761125,-0.010050988591761125
all_strict_sites,O15031,15,3,234,0.0,0.015406624848684934,-0.015406624848684934
all_strict_sites,O15031,20,3,234,0.0,0.02039543670444958,-0.02039543670444958
all_strict_sites,O15031,25,3,234,0.0,0.025604343200909725,-0.025604343200909725
all_strict_sites,O15031,30,3,234,0.0,0.0311067092182972,-0.0311067092182972
all_strict_sites,O15047,5,15,296,0.19047619047619047,0.010398534127347687,0.1800776563488428
all_strict_sites,O15047,10,15,296,0.3523809523809524,0.0201099404489235,0.3322710119320289
all_strict_sites,O15047,15,15,296,0.5523809523809524,0.02913421896472744,0.523246733416225
all_strict_sites,O15047,20,15,296,0.7142857142857143,0.037929454878607424,0.6763562594071069
all_strict_sites,O15047,25,15,296,0.8095238095238095,0.04599175446633074,0.7635320550574788
all_strict_sites,O15047,30,15,296,0.8761904761904762,0.05396243701328447,0.8222280391771917
all_strict_sites,O15055,5,10,223,0.022222222222222223,0.009614996162081365,0.012607226060140858
all_strict_sites,O15055,10,10,223,0.08888888888888889,0.01773522401325092,0.07115366487563797
all_strict_sites,O15055,15,10,223,0.13333333333333333,0.025168666424271804,0.10816466690906153
all_strict_sites,O15055,20,10,223,0.17777777777777778,0.03336969256251768,0.1444080852152601
all_strict_sites,O15055,25,10,223,0.17777777777777778,0.04165151698783986,0.13612626078993792
all_strict_sites,O15055,30,10,223,0.17777777777777778,0.05070092514038702,0.12707685263739077
all_strict_sites,O15085,5,3,222,0.3333333333333333,0.008397537809302516,0.3249357955240308
all_strict_sites,O15085,10,3,222,0.3333333333333333,0.015042191512779747,0.31829114182055357
all_strict_sites,O15085,15,3,222,0.3333333333333333,0.02193143369613958,0.3114018996371937
all_strict_sites,O15085,20,3,222,0.3333333333333333,0.028372263666381313,0.304961069666952
all_strict_sites,O15085,25,3,222,0.3333333333333333,0.03522074110309405,0.2981125922302393
all_strict_sites,O15085,30,3,222,0.3333333333333333,0.04219151277974807,0.29114182055358523
all_strict_sites,O15119,5,3,123,0.3333333333333333,0.01785952285752366,0.31547381047580964
all_strict_sites,O15119,10,3,123,0.3333333333333333,0.031187524990004,0.3021458083433293
all_strict_sites,O15119,15,3,123,0.3333333333333333,0.04491536718645875,0.28841796614687454
all_strict_sites,O15119,20,3,123,0.3333333333333333,0.058776489404238304,0.274556843929095
all_strict_sites,O15119,25,3,123,0.3333333333333333,0.07277089164334266,0.26056244168999065
all_strict_sites,O15119,30,3,123,0.3333333333333333,0.08476609356257497,0.24856723977075834
all_strict_sites,O15164,5,7,153,0.6666666666666666,0.014533883728930169,0.6521327829377365
all_strict_sites,O15164,10,7,153,1.0,0.0282937736498108,0.9717062263501892
all_strict_sites,O15164,15,7,153,1.0,0.0411936704506364,0.9588063295493636
all_strict_sites,O15164,20,7,153,1.0,0.05048159614723082,0.9495184038527692
all_strict_sites,O15164,25,7,153,1.0,0.059511523907808735,0.9404884760921912
all_strict_sites,O15164,30,7,153,1.0,0.06819745442036464,0.9318025455796354
all_strict_sites,O15178,5,4,74,0.8333333333333334,0.02480562754535357,0.8085277057879798
all_strict_sites,O15178,10,4,74,1.0,0.050351721584598295,0.9496482784154017
all_strict_sites,O15178,15,4,74,1.0,0.07330618289522399,0.926693817104776
all_strict_sites,O15178,20,4,74,1.0,0.09996297667530545,0.9000370233246946
all_strict_sites,O15178,25,4,74,1.0,0.11921510551647538,0.8807848944835246
all_strict_sites,O15178,30,4,74,1.0,0.1432802665679378,0.8567197334320622
all_strict_sites,O15230,5,3,433,0.0,0.002544692498503122,-0.002544692498503122
all_strict_sites,O15230,10,3,433,0.0,0.005035925070567103,-0.005035925070567103
all_strict_sites,O15230,15,3,433,0.0,0.007708921392524164,-0.007708921392524164
all_strict_sites,O15230,20,3,433,0.0,0.010381917714481225,-0.010381917714481225
all_strict_sites,O15230,25,3,433,0.0,0.01296937815413566,-0.01296937815413566
all_strict_sites,O15230,30,3,433,0.0,0.015973826020015396,-0.015973826020015396
all_strict_sites,O15231,5,4,133,0.16666666666666666,0.01697425381635908,0.14969241285030757
all_strict_sites,O15231,10,4,133,0.16666666666666666,0.030303030303030304,0.13636363636363635
all_strict_sites,O15231,15,4,133,0.16666666666666666,0.04477101845522898,0.12189564821143767
all_strict_sites,O15231,20,4,133,0.16666666666666666,0.06254272043745727,0.10412394622920938
all_strict_sites,O15231,25,4,133,0.16666666666666666,0.07758031442241968,0.08908635224424698
all_strict_sites,O15231,30,4,133,0.16666666666666666,0.09068124857598542,0.07598541809068124
all_strict_sites,O15294,5,4,95,0.16666666666666666,0.010750279955207167,0.1559163867114595
all_strict_sites,O15294,10,4,95,0.16666666666666666,0.021052631578947368,0.14561403508771928
all_strict_sites,O15294,15,4,95,0.16666666666666666,0.030683090705487123,0.13598357596117955
all_strict_sites,O15294,20,4,95,0.16666666666666666,0.038521836506159014,0.12814483016050765
all_strict_sites,O15294,25,4,95,0.16666666666666666,0.047928331466965284,0.11873833519970137
all_strict_sites,O15294,30,4,95,0.16666666666666666,0.05733482642777156,0.1093318402388951
all_strict_sites,O15417,5,3,431,0.0,0.00653968596557492,-0.00653968596557492
all_strict_sites,O15417,10,3,431,0.0,0.012820374467166676,-0.012820374467166676
all_strict_sites,O15417,15,3,431,0.3333333333333333,0.0185722764797928,0.3147610568535405
all_strict_sites,O15417,20,3,431,0.3333333333333333,0.023763017320455403,0.30957031601287793
all_strict_sites,O15417,25,3,431,0.6666666666666666,0.028662386014136947,0.6380042806525297
all_strict_sites,O15417,30,3,431,0.6666666666666666,0.033443047536826205,0.6332236191298404
all_strict_sites,O15460,5,3,60,1.0,0.015254237288135594,0.9847457627118644
all_strict_sites,O15460,10,3,60,1.0,0.03615819209039548,0.9638418079096045
all_strict_sites,O15460,15,3,60,1.0,0.04858757062146893,0.9514124293785311
all_strict_sites,O15460,20,3,60,1.0,0.06384180790960452,0.9361581920903955
all_strict_sites,O15460,25,3,60,1.0,0.07966101694915254,0.9203389830508475
all_strict_sites,O15460,30,3,60,1.0,0.1,0.9
all_strict_sites,O15511,5,4,18,0.8333333333333334,0.0784313725490196,0.7549019607843137
all_strict_sites,O15511,10,4,18,1.0,0.12418300653594772,0.8758169934640523
all_strict_sites,O15511,15,4,18,1.0,0.1437908496732026,0.8562091503267975
all_strict_sites,O15511,20,4,18,1.0,0.1895424836601307,0.8104575163398693
all_strict_sites,O15511,25,4,18,1.0,0.2549019607843137,0.7450980392156863
all_strict_sites,O15511,30,4,18,1.0,0.2875816993464052,0.7124183006535948
all_strict_sites,O15550,5,8,225,0.10714285714285714,0.008809523809523809,0.09833333333333333
all_strict_sites,O15550,10,8,225,0.14285714285714285,0.01650793650793651,0.12634920634920635
all_strict_sites,O15550,15,8,225,0.17857142857142858,0.025238095238095237,0.15333333333333335
all_strict_sites,O15550,20,8,225,0.17857142857142858,0.03301587301587302,0.14555555555555555
all_strict_sites,O15550,25,8,225,0.17857142857142858,0.04162698412698413,0.13694444444444445
all_strict_sites,O15550,30,8,225,0.17857142857142858,0.04928571428571429,0.12928571428571428
all_strict_sites,O43151,5,10,256,0.022222222222222223,0.005238970588235294,0.01698325163398693
all_strict_sites,O43151,10,10,256,0.022222222222222223,0.011825980392156862,0.01039624183006536
all_strict_sites,O43151,15,10,256,0.022222222222222223,0.017708333333333333,0.00451388888888889
all_strict_sites,O43151,20,10,256,0.022222222222222223,0.023713235294117646,-0.001491013071895423
all_strict_sites,O43151,25,10,256,0.022222222222222223,0.029626225490196077,-0.007404003267973854
all_strict_sites,O43151,30,10,256,0.044444444444444446,0.035416666666666666,0.00902777777777778
all_strict_sites,O43159,5,3,54,0.0,0.023060796645702306,-0.023060796645702306
all_strict_sites,O43159,10,3,54,0.0,0.047519217330538085,-0.047519217330538085
all_strict_sites,O43159,15,3,54,0.0,0.06918238993710692,-0.06918238993710692
all_strict_sites,O43159,20,3,54,0.0,0.08874912648497554,-0.08874912648497554
all_strict_sites,O43159,25,3,54,0.0,0.1111111111111111,-0.1111111111111111
all_strict_sites,O43159,30,3,54,0.0,0.13137665967854648,-0.13137665967854648
all_strict_sites,O43166,5,6,363,0.06666666666666667,0.006909882349359998,0.05975678431730667
all_strict_sites,O43166,10,6,363,0.06666666666666667,0.013256624507252332,0.053410042159414334
all_strict_sites,O43166,15,6,363,0.13333333333333333,0.019040226473677,0.11429310685965632
all_strict_sites,O43166,20,6,363,0.2,0.025402188636744136,0.17459781136325586
all_strict_sites,O43166,25,6,363,0.2,0.031018370546245986,0.16898162945375403
all_strict_sites,O43166,30,6,363,0.2,0.03660411244539823,0.16339588755460177
all_strict_sites,O43175,5,3,67,0.3333333333333333,0.021709633649932156,0.31162369968340115
all_strict_sites,O43175,10,3,67,0.3333333333333333,0.03844414292175486,0.29488919041157846
all_strict_sites,O43175,15,3,67,0.3333333333333333,0.05336951605608322,0.2799638172772501
all_strict_sites,O43175,20,3,67,0.3333333333333333,0.06874717322478517,0.26458616010854813
all_strict_sites,O43175,25,3,67,0.3333333333333333,0.08955223880597014,0.24378109452736318
all_strict_sites,O43175,30,3,67,0.3333333333333333,0.10628674807779286,0.22704658525554045
all_strict_sites,O43242,5,3,57,0.3333333333333333,0.016290726817042606,0.3170426065162907
all_strict_sites,O43242,10,3,57,0.3333333333333333,0.03383458646616541,0.29949874686716793
all_strict_sites,O43242,15,3,57,0.3333333333333333,0.045739348370927316,0.287593984962406
all_strict_sites,O43242,20,3,57,0.3333333333333333,0.06954887218045112,0.2637844611528822
all_strict_sites,O43242,25,3,57,0.3333333333333333,0.08709273182957393,0.24624060150375937
all_strict_sites,O43242,30,3,57,0.3333333333333333,0.09774436090225563,0.23558897243107768
all_strict_sites,O43303,5,3,158,0.0,0.010723212126098525,-0.010723212126098525
all_strict_sites,O43303,10,3,158,0.0,0.02176892687253084,-0.02176892687253084
all_strict_sites,O43303,15,3,158,0.0,0.033137144239296944,-0.033137144239296944
