accession,gene,has_region,is_fg_nup,is_fg_nup_complex,length,disorder_fraction,st_fraction,n_sites
O75030,MITF,True,False,False,526,0.564638783269962,0.1596958174904943,4
O75044,SRGAP2,False,False,False,1071,0.3510737628384687,0.1549953314659197,5
O75113,N4BP1,False,False,False,896,0.33482142857142855,0.13950892857142858,5
O75116,ROCK2,True,False,False,1388,0.34942363112391933,0.10302593659942363,6
O75152,ZC3H11A,False,False,False,810,0.7246913580246913,0.17530864197530865,7
O75157,TSC22D2,True,False,False,780,0.8064102564102564,0.18717948717948718,10
O75170,PPP6R2,True,False,False,966,0.34679089026915116,0.13664596273291926,7
O75179,ANKRD17,True,False,False,2603,0.5416826738378794,0.17595082597003459,58
O75362,ZNF217,False,False,False,1048,0.5658396946564885,0.15839694656488548,5
O75369,FLNB,False,False,False,2602,0.16102997694081475,0.13297463489623368,4
O75376,NCOR1,True,False,False,2440,0.875,0.17254098360655737,75
O75694,NUP155,False,False,True,1391,0.04529115744069015,0.1286843997124371,4
O75717,WDHD1,True,False,False,1129,0.33215234720992026,0.14968999114260406,10
O75718,CRTAP,False,False,False,401,0.0,0.07481296758104738,3
O75821,EIF3G,False,False,False,320,0.578125,0.146875,5
O75882,ATRN,False,False,False,1429,0.013995801259622114,0.13925822253324002,4
O75909,CCNK,True,False,False,580,0.5810344827586207,0.10172413793103448,4
O75923,DYSF,False,False,False,2080,0.08990384615384615,0.10625,3
O76070,SNCG,True,False,False,127,0.6771653543307087,0.15748031496062992,8
O94763,URI1,False,False,False,535,0.5588785046728972,0.14766355140186915,3
O94811,TPPP,True,False,False,219,0.3972602739726027,0.1461187214611872,4
O94842,TOX4,True,False,False,621,0.6924315619967794,0.178743961352657,15
O94855,SEC24D,False,False,False,1032,0.28972868217054265,0.12209302325581395,7
O94905,ERLIN2,False,False,False,339,0.02064896755162242,0.11209439528023599,3
O94913,PCF11,True,False,False,1555,0.727331189710611,0.1337620578778135,6
O94979,SEC31A,False,False,False,1220,0.32704918032786884,0.14426229508196722,16
O95081,AGFG2,True,False,False,481,0.6382536382536382,0.18503118503118504,11
O95232,LUC7L3,False,False,False,432,0.6064814814814815,0.14814814814814814,3
O95251,KAT7,False,False,False,611,0.2898089171974522,0.1685761047463175,2
O95292,VAPB,True,False,False,243,0.22633744855967078,0.1440329218106996,5
O95425,SVIL,True,False,False,2214,0.5388437217705511,0.15447154471544716,6
O95486,SEC24A,True,False,False,1093,0.3421774931381519,0.16651418115279049,11
O95487,SEC24B,True,False,False,1268,0.35252365930599366,0.1837539432176656,35
O95628,CNOT4,True,False,False,575,0.5060869565217392,0.17565217391304347,14
O95677,EYA4,False,False,False,639,0.36306729264475746,0.2222222222222222,7
O95789,ZMYM6,False,False,False,1325,0.06943396226415094,0.17056603773584905,6
O95817,BAG3,True,False,False,575,0.9391304347826087,0.1443478260869565,10
O95835,LATS1,True,False,False,1130,0.6407079646017699,0.14601769911504425,5
O95865,DDAH2,False,False,False,285,0.06315789473684211,0.12280701754385964,4
O96028,NSD2,False,False,False,1365,0.315018315018315,0.13553113553113552,3
P00533,EGFR,False,False,False,1210,0.11074380165289256,0.12231404958677686,7
P00966,ASS1,True,False,False,412,0.2898089171974522,0.10194174757281553,3
P01100,FOS,False,False,False,380,0.5078947368421053,0.20789473684210527,3
P01215,CGA,False,False,False,116,0.0,0.16379310344827586,2
P02545,LMNA,True,False,False,664,0.5120481927710844,0.15813253012048192,27
P02786,TFRC,False,False,False,760,0.046052631578947366,0.13157894736842105,5
P04150,NR3C1,True,False,False,777,0.31917631917631917,0.17245817245817247,7
P04792,HSPB1,True,False,False,205,0.37073170731707317,0.17073170731707318,7
P04843,RPN1,False,False,False,607,0.042833607907743,0.13344316309719934,5
P04899,GNAI2,False,False,False,355,0.02535211267605634,0.12112676056338029,4
P05067,APP,False,False,False,770,0.35974025974025975,0.11038961038961038,6
P05198,EIF2S1,False,False,False,315,0.13968253968253969,0.09841269841269841,3
P05387,RPLP2,False,False,False,115,0.2956521739130435,0.10434782608695652,4
P05388,RPLP0,False,False,False,317,0.056782334384858045,0.1167192429022082,4
P05412,JUN,False,False,False,331,0.6374622356495468,0.14803625377643503,3
P05549,TFAP2A,False,False,False,437,0.4988558352402746,0.13501144164759726,3
P05556,ITGB1,True,False,False,798,0.05012531328320802,0.12907268170426064,7
P05783,KRT18,True,False,False,430,0.10232558139534884,0.1558139534883721,12
P05787,KRT8,True,False,False,483,0.09523809523809523,0.16977225672877846,23
P06401,PGR,True,False,False,933,0.43193997856377275,0.13183279742765272,11
P06748,NPM1,True,False,False,294,0.5782312925170068,0.12244897959183673,5
P07196,NEFL,True,False,False,543,0.283609576427256,0.14548802946593,12
P07197,NEFM,True,False,False,916,0.6451965065502183,0.1408296943231441,5
P07339,CTSD,True,False,False,412,0.0048543689320388345,0.1407766990291262,3
P07437,TUBB,False,False,False,444,0.08108108108108109,0.12837837837837837,9
P07602,PSAP,False,False,False,524,0.02099236641221374,0.10305343511450382,8
P07814,EPRS1,False,False,False,1512,0.1527777777777778,0.11375661375661375,6
P07910,HNRNPC,False,False,False,306,0.6535947712418301,0.13398692810457516,2
P08047,SP1,True,False,False,785,0.5159235668789809,0.2089171974522293,14
P08235,NR3C2,True,False,False,984,0.3231707317073171,0.20121951219512196,4
P08240,SRPRA,False,False,False,638,0.29310344827586204,0.13322884012539185,3
P08651,NFIC,True,False,False,508,0.5492125984251969,0.17913385826771652,9
P08670,VIM,True,False,False,466,0.2167381974248927,0.1459227467811159,25
P08727,KRT19,False,False,False,400,0.1025,0.15,4
P09651,HNRNPA1,True,False,False,372,0.5564516129032258,0.14516129032258066,6
P0C7T5,ATXN1L,True,False,False,689,0.532656023222061,0.1683599419448476,12
P0CG12,DERPC,False,False,False,524,0.9847328244274809,0.13740458015267176,4
P0CG13,CHTF8,True,False,False,121,0.024793388429752067,0.10743801652892562,3
P0DN25,C1GALT1C1L,True,False,False,315,0.2898089171974522,0.11746031746031746,3
P10070,GLI2,True,False,False,1586,0.7105926860025221,0.16960907944514503,3
P10253,GAA,False,False,False,952,0.08298319327731092,0.13550420168067226,4
P10809,HSPD1,False,False,False,573,0.05410122164048865,0.10296684118673648,4
P11021,HSPA5,False,False,False,654,0.20030581039755352,0.11773700305810397,3
P11047,LAMC1,False,False,False,1609,0.22374145431945308,0.12181479179614667,5
P11117,ACP2,True,False,False,423,0.07565011820330969,0.11347517730496454,5
P11171,EPB41,False,False,False,864,0.6111111111111112,0.1550925925925926,3
P11279,LAMP1,True,False,False,417,0.1079136690647482,0.17985611510791366,8
P11388,TOP2A,False,False,False,1531,0.27106466361855,0.1280209013716525,8
P11717,IGF2R,True,False,False,2491,0.06985146527498996,0.15897230028101164,6
P11940,PABPC1,True,False,False,636,0.3238993710691824,0.10849056603773585,5
P12036,NEFH,False,False,False,1020,0.716374269005848,0.11960784313725491,7
P12270,TPR,True,False,True,2363,0.6242065171392298,0.15404147270418958,21
P12757,SKIL,True,False,False,684,0.30409356725146197,0.15350877192982457,3
P13056,NR2C1,False,False,False,603,0.0779436152570481,0.16417910447761194,2
P13473,LAMP2,False,False,False,410,0.06341463414634146,0.18048780487804877,3
P13667,PDIA4,False,False,False,645,0.08372093023255814,0.09147286821705426,5
P13796,LCP1,True,False,False,627,0.022328548644338118,0.08931419457735247,4
P14174,MIF,False,False,False,115,0.0,0.12173913043478261,2
P14618,PKM,False,False,False,531,0.032015065913371,0.10734463276836158,5
P14625,HSP90B1,False,False,False,803,0.18929016189290163,0.1295143212951432,4
P14859,POU2F1,True,False,False,743,0.3997308209959623,0.24360699865410498,10
P15291,B4GALT1,False,False,False,398,0.19597989949748743,0.11557788944723618,4
P15328,FOLR1,True,False,False,257,0.2898089171974522,0.10894941634241245,4
P15336,ATF2,True,False,False,505,0.7683168316831683,0.20594059405940593,11
P15408,FOSL2,False,False,False,326,0.8251533742331288,0.19325153374233128,4
P15586,GNS,True,False,False,552,0.0018115942028985507,0.13043478260869565,5
P15822,HIVEP1,True,False,False,2718,0.6740250183958794,0.19904341427520236,56
P15880,RPS2,False,False,False,293,0.20136518771331058,0.11945392491467577,3
P15923,TCF3,False,False,False,654,0.9021406727828746,0.18654434250764526,4
P16157,ANK1,False,False,False,1881,0.2743221690590112,0.1318447634237108,4
P16671,CD36,False,False,False,472,0.006355932203389831,0.1228813559322034,3
P17030,ZNF25,False,False,False,456,0.08333333333333333,0.13815789473684212,3
P17275,JUNB,True,False,False,347,0.6685878962536023,0.14697406340057637,22
P17535,JUND,True,False,False,347,0.5936599423631124,0.12968299711815562,3
P17544,ATF7,False,False,False,483,0.8036437246963563,0.18219461697722567,8
P17844,DDX5,False,False,False,614,0.22312703583061888,0.11074918566775244,4
P17931,LGALS3,False,False,False,250,0.2898089171974522,0.084,4
P18031,PTPN1,False,False,False,435,0.2898089171974522,0.11724137931034483,3
P18146,EGR1,True,False,False,543,0.7219152854511971,0.2559852670349908,9
P18583,SON,True,False,False,2426,0.6970321516900247,0.21063478977741137,15
P18846,ATF1,True,False,False,271,0.7121771217712177,0.23985239852398524,11
P19338,NCL,False,False,False,710,0.6830985915492958,0.10422535211267606,4
P20618,PSMB1,False,False,False,241,0.0,0.14107883817427386,2
P20823,HNF1A,True,False,False,631,0.6798732171156894,0.196513470681458,14
P21333,FLNA,False,False,False,2647,0.26369474877219495,0.1360030222893842,6
P22314,UBA1,False,False,False,1058,0.07183364839319471,0.11247637051039698,5
P22626,HNRNPA2B1,False,False,False,353,0.5297450424929179,0.1048158640226629,2
P22670,RFX1,False,False,False,979,0.4330949948927477,0.15832482124616956,4
P22681,CBL,True,False,False,906,0.5077262693156733,0.1534216335540839,11
P23246,SFPQ,True,False,False,707,0.7666195190947667,0.08486562942008487,5
P23511,NFYA,False,False,False,347,0.2824207492795389,0.12968299711815562,4
P23528,CFL1,False,False,False,166,0.0,0.1144578313253012,4
P23588,EIF4B,True,False,False,611,0.88379705400982,0.15711947626841244,10
P23769,GATA2,False,False,False,480,0.6270833333333333,0.16666666666666666,4
P25054,APC,False,False,False,2843,0.7478016180091452,0.21209989447766445,4
P25440,BRD2,False,False,False,801,0.6566791510611736,0.15355805243445692,5
P26599,PTBP1,False,False,False,557,0.12617702448210924,0.1310592459605027,6
P26640,VARS1,False,False,False,1264,0.10759493670886076,0.09651898734177215,4
P27348,YWHAQ,False,False,False,245,0.04081632653061224,0.1306122448979592,5
P27540,ARNT,True,False,False,789,0.5792141951837769,0.18124207858048164,14
P27816,MAP4,True,False,False,1152,0.9045138888888888,0.18663194444444445,25
P28066,PSMA5,False,False,False,241,0.0,0.14522821576763487,3
P28347,TEAD1,True,False,False,426,0.24178403755868544,0.12910798122065728,4
P28356,HOXD9,True,False,False,352,0.6420454545454546,0.17045454545454544,4
P29372,MPG,True,False,False,298,0.31543624161073824,0.10738255033557047,5
P30260,CDC27,False,False,False,824,0.29975728155339804,0.1650485436893204,4
P30533,LRPAP1,True,False,False,357,0.21008403361344538,0.09803921568627451,4
P30622,CLIP1,True,False,False,1438,0.5563282336578581,0.1474269819193324,11
P31153,MAT2A,False,False,False,395,0.017721518987341773,0.09873417721518987,4
P31270,HOXA11,True,False,False,313,0.3738019169329074,0.18210862619808307,9
P31274,HOXC9,False,False,False,260,0.3153846153846154,0.13846153846153847,5
P31629,HIVEP2,True,False,False,2446,0.6811120196238757,0.1856091578086672,31
P31749,AKT1,False,False,False,480,0.15833333333333333,0.11041666666666666,5
P31943,HNRNPH1,False,False,False,449,0.155902004454343,0.11804008908685969,3
P32243,OTX2,True,False,False,289,0.35294117647058826,0.23183391003460208,3
P32322,PYCR1,False,False,False,319,0.12852664576802508,0.13479623824451412,3
P32519,ELF1,True,False,False,619,0.5815831987075929,0.1825525040387722,7
P33076,CIITA,True,False,False,1130,0.14513274336283186,0.12920353982300886,5
P33993,MCM7,False,False,False,719,0.054242002781641166,0.1070931849791377,3
P34932,HSPA4,False,False,False,840,0.2761904761904762,0.12261904761904761,3
P35030,PRSS3,False,False,False,304,0.02631578947368421,0.10855263157894737,4
P35527,KRT9,False,False,False,623,0.2898089171974522,0.16853932584269662,3
P35611,ADD1,True,False,False,737,0.5183175033921302,0.13704206241519673,6
P35613,BSG,True,False,False,385,0.2077922077922078,0.14285714285714285,4
P35658,NUP214,True,True,True,2090,0.5076555023923445,0.2535885167464115,212
P36507,MAP2K2,True,False,False,400,0.1475,0.0975,5
P37198,NUP62,True,True,True,522,0.37547892720306514,0.25862068965517243,97
P37802,TAGLN2,False,False,False,199,0.19597989949748743,0.08542713567839195,4
P38606,ATP6V1A,True,False,False,617,0.0,0.13452188006482982,5
P39880,CUX1,True,False,False,1505,0.7249169435215946,0.16411960132890366,8
P40222,TXLNA,False,False,False,546,0.7344322344322345,0.11538461538461539,3
P40425,PBX2,True,False,False,430,0.5627906976744186,0.1511627906976744,4
P40763,STAT3,True,False,False,770,0.09610389610389611,0.12727272727272726,6
P41236,PPP1R2,True,False,False,205,0.8975609756097561,0.16097560975609757,5
P41594,GRM5,False,False,False,1212,0.21947194719471946,0.1551155115511551,3
P41970,ELK3,False,False,False,407,0.23095823095823095,0.20147420147420148,3
P42166,TMPO,True,False,False,694,0.4755043227665706,0.1786743515850144,6
P42167,TMPO,False,False,False,454,0.2898089171974522,0.1696035242290749,5
P42694,HELZ,False,False,False,1942,0.37950566426364574,0.13594232749742532,5
P42702,LIFR,False,False,False,1097,0.16043755697356427,0.1577028258887876,2
P42785,PRCP,False,False,False,496,0.0,0.1350806451612903,5
P42858,HTT,False,False,False,3142,0.1651814131126671,0.1514958625079567,5
P43155,CRAT,True,False,False,626,0.011182108626198083,0.12300319488817892,3
P43243,MATR3,True,False,False,847,0.5785123966942148,0.1334120425029516,10
P43307,SSR1,False,False,False,286,0.2692307692307692,0.1048951048951049,2
P43308,SSR2,True,False,False,183,0.0273224043715847,0.14754098360655737,6
P43694,GATA4,False,False,False,442,0.502262443438914,0.18778280542986425,3
P46013,MKI67,True,False,False,3256,0.9066339066339066,0.17997542997542998,19
P46087,NOP2,False,False,False,812,0.5775862068965517,0.13177339901477833,4
P46100,ATRX,True,False,False,2492,0.5774478330658106,0.16211878009630817,18
P46977,STT3A,True,False,False,705,0.00425531914893617,0.14184397163120568,4
P47985,UQCRFS1,True,False,False,274,0.01824817518248175,0.145985401459854,3
P48382,RFX5,False,False,False,616,0.6753246753246753,0.12824675324675325,3
P48431,SOX2,True,False,False,317,0.7444794952681388,0.15772870662460567,7
P48634,PRRC2A,True,False,False,2157,0.9638386648122392,0.14000927213722764,8
P49023,PXN,False,False,False,591,0.5583756345177665,0.14890016920473773,4
P49247,RPIA,False,False,False,311,0.2572347266881029,0.10610932475884244,2
P49257,LMAN1,False,False,False,510,0.21764705882352942,0.09803921568627451,5
P49321,NASP,True,False,False,788,0.7157360406091371,0.12690355329949238,14
P49336,CDK8,True,False,False,464,0.27155172413793105,0.10991379310344827,9
P49407,ARRB1,False,False,False,418,0.2898089171974522,0.10526315789473684,7
P49748,ACADVL,False,False,False,655,0.08702290076335878,0.11450381679389313,3
P49750,YLPM1,True,False,False,2146,0.8122087604846225,0.12488350419384903,16
P49756,RBM25,True,False,False,843,0.5195729537366548,0.08066429418742586,5
P49759,CLK1,False,False,False,484,0.20867768595041322,0.13636363636363635,2
P49790,NUP153,True,True,True,1475,0.5132203389830509,0.2711864406779661,141
P49792,RANBP2,True,True,True,3224,0.2633374689826303,0.1606699751861042,55
P49840,GSK3A,False,False,False,483,0.30434782608695654,0.16149068322981366,3
P49848,TAF6,True,False,False,677,0.38995568685376664,0.15805022156573117,16
P49916,LIG3,True,False,False,1009,0.17641228939544104,0.12685827552031714,5
P49959,MRE11,False,False,False,708,0.3290960451977401,0.1426553672316384,3
P50402,EMD,True,False,False,254,0.31496062992125984,0.20866141732283464,9
P50416,CPT1A,False,False,False,773,0.040103492884864166,0.13065976714100905,3
P50539,MXI1,False,False,False,228,0.6403508771929824,0.19298245614035087,2
P51003,PAPOLA,False,False,False,745,0.3691275167785235,0.17181208053691274,6
P51532,SMARCA4,False,False,False,1647,0.5500910746812386,0.11050394656952034,5
P51608,MECP2,False,False,False,486,0.9423868312757202,0.15843621399176955,7
P51610,HCFC1,True,False,False,2035,0.5076167076167076,0.22063882063882065,174
P51659,HSD17B4,False,False,False,736,0.019021739130434784,0.11548913043478261,4
P51812,RPS6KA3,False,False,False,740,0.07837837837837838,0.11621621621621622,3
P51826,AFF3,True,False,False,1226,0.7716150081566069,0.19575856443719414,5
P51991,HNRNPA3,True,False,False,378,0.4444444444444444,0.09788359788359788,4
P52594,AGFG1,True,False,False,562,0.3807829181494662,0.22597864768683273,18
P52597,HNRNPF,False,False,False,415,0.03132530120481928,0.13493975903614458,3
P52655,GTF2A1,False,False,False,376,0.43882978723404253,0.10372340425531915,4
P52824,DGKQ,False,False,False,942,0.2898089171974522,0.10615711252653928,2
P52948,NUP98,True,True,True,1817,0.36268574573472756,0.19097413318657128,102
P53814,SMTN,True,False,False,917,0.7666303162486369,0.1821155943293348,6
P53992,SEC24C,True,False,False,1094,0.3372943327239488,0.13528336380255943,12
P54253,ATXN1,True,False,False,815,0.6098159509202454,0.16809815950920245,9
P54259,ATN1,False,False,False,1190,0.9117647058823529,0.1689075630252101,7
P54578,USP14,False,False,False,494,0.09109311740890688,0.13360323886639677,6
P54727,RAD23B,True,False,False,409,0.6161369193154034,0.17359413202933985,17
P55197,MLLT10,True,False,False,1068,0.6769662921348315,0.2153558052434457,9
P55198,MLLT6,True,False,False,1093,0.6267154620311071,0.19945105215004574,18
P55265,ADAR,True,False,False,1226,0.333605220228385,0.14192495921696574,11
P55317,FOXA1,True,False,False,472,0.4004237288135593,0.1885593220338983,11
P55884,EIF3B,False,False,False,814,0.23464373464373464,0.10565110565110565,3
P56715,RP1,True,False,False,2156,0.34786641929499074,0.1725417439703154,6
P57740,NUP107,True,False,True,925,0.10594594594594595,0.12756756756756757,7
P61769,B2M,True,False,False,119,0.0,0.15126050420168066,3
P61927,RPL37,True,False,False,97,0.6907216494845361,0.1958762886597938,3
P62495,ETF1,False,False,False,437,0.02745995423340961,0.11212814645308924,2
P63119,ERVK-21,False,False,False,156,0.2898089171974522,0.12179487179487179,3
P63261,ACTG1,True,False,False,375,0.018666666666666668,0.136,4
P68104,EEF1A1,False,False,False,462,0.08008658008658008,0.11255411255411256,5
P68363,TUBA1B,False,False,False,451,0.057649667405764965,0.11529933481152993,3
P68400,CSNK2A1,True,False,False,391,0.13554987212276215,0.09718670076726342,5
P68431,H3C1,False,False,False,136,0.3235294117647059,0.11029411764705882,3
P78316,NOP14,False,False,False,857,0.4982497082847141,0.1073512252042007,3
P78347,GTF2I,False,False,False,998,0.2845691382765531,0.12324649298597194,4
P78362,SRPK2,False,False,False,688,0.45348837209302323,0.11482558139534883,4
P78364,PHC1,True,False,False,1004,0.7051792828685259,0.17231075697211157,10
P78406,RAE1,True,False,False,368,0.08423913043478261,0.15760869565217392,7
P78536,ADAM17,False,False,False,824,0.14684466019417475,0.12742718446601942,3
P78559,MAP1A,True,False,False,2803,0.8480199785943632,0.14983945772386728,3
P82979,SARNP,True,False,False,210,0.7142857142857143,0.12857142857142856,7
P85037,FOXK1,True,False,False,733,0.4201909959072306,0.17189631650750342,30
P98082,DAB2,True,False,False,770,0.7363636363636363,0.16753246753246753,13
P98095,FBLN2,False,False,False,1184,0.2668918918918919,0.1097972972972973,3
P98171,ARHGAP4,True,False,False,946,0.32452431289640593,0.12790697674418605,5
P98175,RBM10,False,False,False,930,0.7021505376344086,0.15161290322580645,4
Q00535,CDK5,True,False,False,292,0.0,0.08904109589041095,4
Q00613,HSF1,False,False,False,529,0.2898089171974522,0.17958412098298676,2
Q00839,HNRNPU,True,False,False,825,0.5490909090909091,0.08121212121212121,6
Q01082,SPTBN1,True,False,False,2364,0.17470389170896786,0.11336717428087986,22
Q01167,FOXK2,True,False,False,660,0.6333333333333333,0.1621212121212121,7
Q01196,RUNX1,True,False,False,453,0.5607064017660044,0.19646799116997793,8
Q01543,FLI1,False,False,False,452,0.4336283185840708,0.16592920353982302,3
Q01664,TFAP4,True,False,False,338,0.6568047337278107,0.13313609467455623,7
Q01804,OTUD4,False,False,False,1114,0.6023339317773788,0.1490125673249551,4
Q01844,EWSR1,False,False,False,656,0.9070121951219512,0.15701219512195122,13
Q01860,POU5F1,False,False,False,360,0.425,0.11388888888888889,5
Q02078,MEF2A,False,False,False,507,0.8323471400394478,0.1992110453648915,2
Q02086,SP2,False,False,False,613,0.5546492659053833,0.17455138662316477,4
Q02297,NRG1,False,False,False,640,0.6953125,0.20625,2
Q02446,SP4,False,False,False,784,0.46811224489795916,0.21173469387755103,3
Q02447,SP3,False,False,False,781,0.5057618437900128,0.18437900128040974,7
Q02505,MUC3A,True,False,False,3323,0.7267529340956966,0.49593740595847124,21
Q02790,FKBP4,False,False,False,459,0.16122004357298475,0.10021786492374728,3
Q02818,NUCB1,True,False,False,461,0.579175704989154,0.07158351409978309,5
Q03001,DST,False,False,False,7570,0.21003963011889035,0.13857331571994716,8
Q03164,KMT2A,True,False,False,3969,0.7079868984630889,0.20030234315948603,23
Q04206,RELA,False,False,False,551,0.5390199637023594,0.12704174228675136,9
Q04323,UBXN1,False,False,False,297,0.2898089171974522,0.08754208754208755,3
Q04637,EIF4G1,True,False,False,1599,0.5972482801751094,0.1282051282051282,16
Q04695,KRT17,False,False,False,432,0.07175925925925926,0.14583333333333334,4
Q04726,TLE3,True,False,False,772,0.4028497409326425,0.17098445595854922,11
Q04727,TLE4,True,False,False,773,0.35705045278137126,0.16041397153945666,12
Q04864,REL,False,False,False,619,0.38449111470113084,0.1567043618739903,3
Q05209,PTPN12,True,False,False,780,0.5897435897435898,0.16153846153846155,6
Q05519,SRSF11,False,False,False,484,0.6756198347107438,0.19008264462809918,5
Q06546,GABPA,False,False,False,454,0.05286343612334802,0.1211453744493392,4
Q07020,RPL18,True,False,False,188,0.35106382978723405,0.12234042553191489,3
Q07065,CKAP4,False,False,False,602,0.3787375415282392,0.1461794019933555,3
Q07157,TJP1,True,False,False,1748,0.7008009153318078,0.15217391304347827,9
Q07666,KHDRBS1,True,False,False,443,0.7516930022573364,0.10609480812641084,11
Q07912,TNK2,True,False,False,1038,0.45183044315992293,0.11175337186897881,5
Q08495,DMTN,False,False,False,405,0.7382716049382716,0.17777777777777778,3
Q09666,AHNAK,True,False,False,5890,0.7706281833616299,0.07249575551782683,96
Q0JRZ9,FCHO2,False,False,False,810,0.32222222222222224,0.18518518518518517,4
Q10471,GALNT2,False,False,False,571,0.12609457092819615,0.09106830122591944,4
Q10713,PMPCA,False,False,False,525,0.0,0.13333333333333333,3
Q12772,SREBF2,False,False,False,1141,0.19456617002629273,0.16827344434706398,3
Q12778,FOXO1,True,False,False,655,0.7343511450381679,0.2,5
Q12789,GTF3C1,False,False,False,2109,0.24039829302987198,0.12849691797060217,3
Q12815,TROAP,False,False,False,778,0.7326478149100257,0.15938303341902313,5
Q12830,BPTF,True,False,False,3046,0.6057124097176625,0.18220617202889033,80
Q12857,NFIA,True,False,False,509,0.5658153241650294,0.18860510805500982,27
Q12882,DPYD,False,False,False,1025,0.014634146341463415,0.13463414634146342,4
Q12888,TP53BP1,True,False,False,1972,0.7946247464503042,0.1881338742393509,6
