accession,gene,has_region,is_fg_nup,is_fg_nup_complex,length,disorder_fraction,st_fraction,n_sites
O15111,CHUK,False,False,False,745,0.2898089171974522,0.12080536912751678,1
O15117,FYB1,False,False,False,783,0.8122605363984674,0.14431673052362706,1
O15119,TBX3,False,False,False,743,0.2898089171974522,0.1655450874831763,3
O15126,SCAMP1,False,False,False,338,0.2898089171974522,0.11834319526627218,1
O15164,TRIM24,True,False,False,1050,0.4180952380952381,0.1457142857142857,7
O15178,TBXT,True,False,False,435,0.3563218390804598,0.17011494252873563,4
O15230,LAMA5,False,False,False,3695,0.08470906630581868,0.11718538565629229,3
O15231,ZNF185,False,False,False,689,0.7895500725689405,0.193033381712627,4
O15234,CASC3,False,False,False,703,0.972972972972973,0.12802275960170698,1
O15265,ATXN7,False,False,False,892,0.8026905829596412,0.20739910313901344,1
O15294,OGT,False,False,False,1046,0.017208413001912046,0.09082217973231357,4
O15297,PPM1D,False,False,False,605,0.4479338842975207,0.13884297520661157,1
O15315,RAD51B,False,False,False,384,0.0,0.16666666666666666,1
O15342,ATP6V0E1,False,False,False,81,0.2898089171974522,0.07407407407407407,1
O15355,PPM1G,False,False,False,546,0.5128205128205128,0.12454212454212454,2
O15357,INPPL1,False,False,False,1258,0.35294117647058826,0.14308426073131955,1
O15371,EIF3D,False,False,False,548,0.15145985401459855,0.11861313868613138,1
O15372,EIF3H,False,False,False,352,0.25,0.12215909090909091,1
O15409,FOXP2,False,False,False,715,0.5174825174825175,0.16223776223776223,1
O15417,TNRC18,False,False,False,2968,0.7611185983827493,0.14521563342318058,3
O15427,SLC16A3,False,False,False,465,0.060215053763440864,0.0989247311827957,1
O15455,TLR3,False,False,False,904,0.0,0.13716814159292035,1
O15457,MSH4,False,False,False,936,0.15918803418803418,0.1762820512820513,1
O15460,P4HA2,True,False,False,535,0.024299065420560748,0.11214953271028037,3
O15504,NUP42,False,True,True,423,0.21040189125295508,0.21513002364066194,2
O15511,ARPC5,True,False,False,151,0.2119205298013245,0.11920529801324503,4
O15516,CLOCK,False,False,False,846,0.42907801418439717,0.20094562647754138,1
O15525,MAFG,False,False,False,162,0.4382716049382716,0.1419753086419753,1
O15530,PDPK1,False,False,False,556,0.14568345323741008,0.12589928057553956,1
O15534,PER1,False,False,False,1290,0.6457364341085271,0.18294573643410852,2
O15550,KDM6A,True,False,False,1401,0.3882940756602427,0.16059957173447537,8
O15554,KCNN4,False,False,False,427,0.2898089171974522,0.10070257611241218,1
O43143,DHX15,False,False,False,795,0.17358490566037735,0.11823899371069183,1
O43150,ASAP2,False,False,False,1006,0.3101391650099404,0.12922465208747516,1
O43151,TET3,False,False,False,1795,0.5392757660167131,0.1426183844011142,10
O43159,RRP8,False,False,False,456,0.5350877192982456,0.11842105263157894,3
O43166,SIPA1L1,False,False,False,1804,0.49722838137472286,0.20121951219512196,6
O43172,PRPF4,False,False,False,522,0.12835249042145594,0.1360153256704981,1
O43175,PHGDH,False,False,False,533,0.01125703564727955,0.12570356472795496,3
O43189,PHF1,False,False,False,567,0.42857142857142855,0.13580246913580246,1
O43237,DYNC1LI2,False,False,False,492,0.3048780487804878,0.14227642276422764,1
O43242,PSMD3,False,False,False,534,0.2303370786516854,0.10674157303370786,3
O43247,CIMIP4,False,False,False,280,0.2898089171974522,0.17857142857142858,1
O43251,RBFOX2,False,False,False,390,0.36153846153846153,0.14871794871794872,1
O43264,ZW10,False,False,False,779,0.03465982028241335,0.13735558408215662,1
O43278,SPINT1,False,False,False,529,0.2898089171974522,0.1266540642722117,1
O43294,TGFB1I1,False,False,False,461,0.4403470715835141,0.15835140997830802,1
O43299,AP5Z1,False,False,False,807,0.058240396530359353,0.14745972738537794,1
O43301,HSPA12A,False,False,False,675,0.09481481481481481,0.1348148148148148,1
O43303,CCP110,False,False,False,1012,0.4189723320158103,0.15612648221343872,3
O43309,ZSCAN12,False,False,False,611,0.2898089171974522,0.132569558101473,1
O43312,MTSS1,True,False,False,755,0.6423841059602649,0.19735099337748344,4
O43314,PPIP5K2,False,False,False,1243,0.21158487530168946,0.14561544650040226,1
O43318,MAP3K7,False,False,False,606,0.4471947194719472,0.16996699669966997,2
O43324,EEF1E1,False,False,False,174,0.011494252873563218,0.13793103448275862,2
O43347,MSI1,False,False,False,362,0.17955801104972377,0.15193370165745856,1
O43379,WDR62,True,False,False,1518,0.2898089171974522,0.1613965744400527,5
O43390,HNRNPR,False,False,False,633,0.39652448657187994,0.07898894154818326,1
O43395,PRPF3,True,False,False,683,0.4992679355783309,0.11273792093704246,7
O43399,TPD52L2,False,False,False,206,0.5145631067961165,0.18932038834951456,7
O43426,SYNJ1,False,False,False,1573,0.3382072472981564,0.161474888747616,3
O43432,EIF4G3,True,False,False,1585,0.5425867507886435,0.14321766561514196,12
O43439,CBFA2T2,False,False,False,604,0.5347682119205298,0.152317880794702,2
O43491,EPB41L2,False,False,False,1005,0.5890547263681593,0.14925373134328357,5
O43493,TGOLN2,False,False,False,437,0.8741418764302059,0.21967963386727687,6
O43516,WIPF1,False,False,False,503,1.0,0.16500994035785288,2
O43524,FOXO3,False,False,False,673,0.7800891530460624,0.21693907875185736,10
O43525,KCNQ3,False,False,False,872,0.33715596330275227,0.13188073394495411,1
O43548,TGM5,False,False,False,720,0.04861111111111111,0.1375,2
O43561,LAT,False,False,False,262,0.6603053435114504,0.16030534351145037,2
O43567,RNF13,False,False,False,381,0.2388451443569554,0.12073490813648294,1
O43597,SPRY2,False,False,False,315,0.49523809523809526,0.16507936507936508,1
O43615,TIMM44,True,False,False,452,0.18141592920353983,0.11283185840707964,4
O43660,PLRG1,False,False,False,514,0.32490272373540857,0.1575875486381323,2
O43670,ZNF207,True,False,False,478,0.8598326359832636,0.12761506276150628,26
O43683,BUB1,False,False,False,1085,0.27926267281105993,0.12350230414746544,2
O43684,BUB3,False,False,False,328,0.10060975609756098,0.1524390243902439,2
O43707,ACTN4,False,False,False,911,0.06695938529088913,0.09659714599341383,3
O43709,BUD23,False,False,False,281,0.18149466192170818,0.11387900355871886,1
O43768,ENSA,False,False,False,121,1.0,0.10743801652892562,1
O43791,SPOP,False,False,False,374,0.045454545454545456,0.11764705882352941,1
O43823,AKAP8,True,False,False,692,0.6632947976878613,0.11416184971098266,4
O43847,NRDC,False,False,False,1151,0.14943527367506515,0.11207645525629888,1
O43852,CALU,False,False,False,315,0.16825396825396827,0.07936507936507936,1
O43909,EXTL3,False,False,False,919,0.055495103373231776,0.11099020674646355,2
O43913,ORC5,False,False,False,435,0.0,0.12643678160919541,1
O60231,DHX16,False,False,False,1041,0.23246878001921228,0.11239193083573487,1
O60232,ZNRD2,False,False,False,199,0.4221105527638191,0.11557788944723618,1
O60237,PPP1R12B,False,False,False,982,0.714867617107943,0.17413441955193482,1
O60240,PLIN1,False,False,False,522,0.39655172413793105,0.14942528735632185,1
O60244,MED14,False,False,False,1454,0.18707015130674004,0.1375515818431912,2
O60245,PCDH7,False,False,False,1069,0.31805425631431244,0.14967259120673526,2
O60256,PRPSAP2,False,False,False,369,0.016260162601626018,0.12195121951219512,1
O60259,KLK8,False,False,False,260,0.2898089171974522,0.11538461538461539,1
O60266,ADCY3,False,False,False,1144,0.2898089171974522,0.12237762237762238,1
O60281,ZNF292,False,False,False,2723,0.36246786632390743,0.1615864854939405,1
O60291,MGRN1,False,False,False,552,0.3170289855072464,0.14673913043478262,1
O60292,SIPA1L3,False,False,False,1781,0.6305446378439079,0.1695676586187535,2
O60293,ZFC3H1,False,False,False,1989,0.4193061840120664,0.14630467571644043,4
O60294,LCMT2,False,False,False,686,0.030612244897959183,0.12682215743440234,1
O60296,TRAK2,False,False,False,914,0.28665207877461707,0.18161925601750548,5
O60299,LZTS3,False,False,False,673,0.6225854383358098,0.1515601783060921,1
O60308,CEP104,False,False,False,925,0.2898089171974522,0.10918918918918918,2
O60313,OPA1,False,False,False,960,0.020833333333333332,0.121875,1
O60318,MCM3AP,True,False,False,1980,0.22626262626262628,0.15454545454545454,15
O60333,KIF1B,False,False,False,1816,0.15693832599118943,0.16024229074889867,3
O60341,KDM1A,False,False,False,852,0.2687793427230047,0.11384976525821597,1
O60346,PHLPP1,False,False,False,1717,0.3768200349446709,0.1322073383808969,3
O60347,TBC1D12,False,False,False,775,0.4696774193548387,0.11612903225806452,1
O60381,HBP1,False,False,False,514,0.2840466926070039,0.17120622568093385,1
O60437,PPL,False,False,False,1756,0.260250569476082,0.08769931662870159,1
O60443,GSDME,False,False,False,496,0.2898089171974522,0.12298387096774194,1
O60447,EVI5,False,False,False,810,0.2898089171974522,0.13703703703703704,1
O60477,BRINP1,False,False,False,761,0.006570302233902759,0.14191852825229961,2
O60487,MPZL2,False,False,False,215,0.2898089171974522,0.11162790697674418,2
O60488,ACSL4,True,False,False,711,0.029535864978902954,0.11392405063291139,3
O60502,OGA,False,False,False,916,0.212882096069869,0.12336244541484716,3
O60504,SORBS3,False,False,False,671,0.7049180327868853,0.14456035767511177,1
O60563,CCNT1,False,False,False,726,0.6267217630853994,0.19696969696969696,1
O60566,BUB1B,False,False,False,1050,0.29904761904761906,0.13428571428571429,2
O60568,PLOD3,False,False,False,738,0.02710027100271003,0.0989159891598916,2
O60610,DIAPH1,True,False,False,1272,0.37971698113207547,0.10534591194968554,4
O60637,TSPAN3,False,False,False,253,0.0,0.10276679841897234,1
O60641,SNAP91,False,False,False,907,0.6284454244762955,0.19294377067254687,3
O60662,KLHL41,False,False,False,606,0.02145214521452145,0.09900990099009901,1
O60664,PLIN3,True,False,False,434,0.17511520737327188,0.16820276497695852,11
O60669,SLC16A7,False,False,False,478,0.12552301255230125,0.13807531380753138,1
O60673,REV3L,False,False,False,3130,0.3929712460063898,0.16773162939297126,2
O60675,MAFK,True,False,False,156,0.40384615384615385,0.1794871794871795,10
O60701,UGDH,False,False,False,494,0.04251012145748988,0.11740890688259109,1
O60706,ABCC9,False,False,False,1549,0.03744351194318916,0.13879922530664945,2
O60749,SNX2,False,False,False,519,0.2898089171974522,0.1348747591522158,1
O60760,HPGDS,False,False,False,199,0.2898089171974522,0.09547738693467336,1
O60825,PFKFB2,False,False,False,505,0.16435643564356436,0.11485148514851486,2
O60828,PQBP1,False,False,False,265,0.8226415094339623,0.12075471698113208,2
O60841,EIF5B,True,False,False,1220,0.5409836065573771,0.09836065573770492,4
O60880,SH2D1A,False,False,False,128,0.0703125,0.15625,1
O60885,BRD4,True,False,False,1362,0.8472834067547724,0.12408223201174744,8
O60907,TBL1X,False,False,False,577,0.14904679376083188,0.1733102253032929,2
O60925,PFDN1,False,False,False,122,0.2898089171974522,0.09016393442622951,1
O60927,PPP1R11,False,False,False,126,0.8650793650793651,0.1984126984126984,1
O60934,NBN,False,False,False,754,0.4376657824933687,0.15782493368700265,1
O60938,KERA,False,False,False,352,0.017045454545454544,0.10511363636363637,1
O60941,DTNB,False,False,False,627,0.44178628389154706,0.13078149920255183,1
O75027,ABCB7,False,False,False,752,0.057180851063829786,0.12632978723404256,1
O75030,MITF,True,False,False,526,0.564638783269962,0.1596958174904943,4
O75038,PLCH2,False,False,False,1416,0.4399717514124294,0.1440677966101695,1
O75044,SRGAP2,False,False,False,1071,0.3510737628384687,0.1549953314659197,5
O75071,EFCAB14,False,False,False,495,0.2898089171974522,0.16161616161616163,1
O75094,SLIT3,False,False,False,1523,0.0,0.12606697307944845,2
O75113,N4BP1,False,False,False,896,0.33482142857142855,0.13950892857142858,5
O75116,ROCK2,True,False,False,1388,0.34942363112391933,0.10302593659942363,6
O75122,CLASP2,False,False,False,1294,0.4034003091190108,0.18701700154559506,1
O75131,CPNE3,False,False,False,537,0.024208566108007448,0.12104283054003724,1
O75132,ZBED4,False,False,False,1171,0.1776259607173356,0.17591801878736124,2
O75140,DEPDC5,False,False,False,1603,0.25701809107922646,0.15907673112913287,1
O75143,ATG13,False,False,False,517,0.2940038684719536,0.1760154738878143,1
O75144,ICOSLG,False,False,False,302,0.2898089171974522,0.15894039735099338,2
O75145,PPFIA3,False,False,False,1194,0.567001675041876,0.13400335008375208,1
O75147,OBSL1,False,False,False,1896,0.11181434599156118,0.10864978902953587,1
O75152,ZC3H11A,False,False,False,810,0.7246913580246913,0.17530864197530865,7
O75155,CAND2,False,False,False,1236,0.04611650485436893,0.11326860841423948,1
O75157,TSC22D2,True,False,False,780,0.8064102564102564,0.18717948717948718,10
O75165,DNAJC13,False,False,False,2243,0.015158270173874276,0.11457868925546144,1
O75170,PPP6R2,True,False,False,966,0.34679089026915116,0.13664596273291926,7
O75175,CNOT3,False,False,False,753,0.5869853917662683,0.16733067729083664,1
O75179,ANKRD17,True,False,False,2603,0.5416826738378794,0.17595082597003459,58
O75191,XYLB,False,False,False,536,0.2898089171974522,0.13246268656716417,1
O75306,NDUFS2,False,False,False,463,0.04319654427645788,0.07991360691144708,1
O75312,ZPR1,False,False,False,459,0.2898089171974522,0.11764705882352941,1
O75335,PPFIA4,False,False,False,1185,0.5426160337552742,0.13924050632911392,3
O75346,ZNF253,False,False,False,499,0.02404809619238477,0.1462925851703407,2
O75362,ZNF217,False,False,False,1048,0.5658396946564885,0.15839694656488548,5
O75363,BCAS1,False,False,False,584,0.9965753424657534,0.1695205479452055,1
O75367,MACROH2A1,False,False,False,369,0.24731182795698925,0.13279132791327913,1
O75369,FLNB,False,False,False,2602,0.16102997694081475,0.13297463489623368,4
O75376,NCOR1,True,False,False,2440,0.875,0.17254098360655737,75
O75385,ULK1,False,False,False,1050,0.5152380952380953,0.1619047619047619,2
O75391,SPAG7,False,False,False,227,0.4933920704845815,0.09691629955947137,2
O75394,MRPL33,False,False,False,65,0.2898089171974522,0.12307692307692308,1
O75396,SEC22B,False,False,False,215,0.027906976744186046,0.11162790697674418,1
O75400,PRPF40A,False,False,False,957,0.5882967607105538,0.16614420062695925,2
O75417,POLQ,False,False,False,2590,0.17142857142857143,0.1498069498069498,2
O75420,GIGYF1,False,False,False,1035,0.6888888888888889,0.11304347826086956,2
O75439,PMPCB,False,False,False,489,0.0,0.13496932515337423,2
O75475,PSIP1,False,False,False,530,0.7905660377358491,0.13018867924528302,1
O75494,SRSF10,False,False,False,262,0.6793893129770993,0.22519083969465647,2
O75496,GMNN,False,False,False,209,0.7751196172248804,0.15311004784688995,1
O75506,HSBP1,False,False,False,76,0.7236842105263158,0.17105263157894737,2
O75533,SF3B1,False,False,False,1304,0.3220858895705521,0.10812883435582822,1
O75534,CSDE1,False,False,False,798,0.10902255639097744,0.11027568922305764,1
O75554,WBP4,False,False,False,376,0.723404255319149,0.16489361702127658,1
O75570,MTRF1,False,False,False,445,0.2898089171974522,0.08764044943820225,1
O75592,MYCBP2,False,False,False,4678,0.18405301410859343,0.1519880290722531,2
O75626,PRDM1,False,False,False,825,0.25696969696969696,0.14666666666666667,2
O75628,REM1,False,False,False,298,0.348993288590604,0.1610738255033557,2
O75629,CREG1,False,False,False,220,0.07272727272727272,0.15,1
O75643,SNRNP200,False,False,False,2136,0.05852059925093633,0.1104868913857678,10
O75663,TIPRL,False,False,False,272,0.2898089171974522,0.13970588235294118,1
O75694,NUP155,False,False,True,1391,0.04529115744069015,0.1286843997124371,4
O75717,WDHD1,True,False,False,1129,0.33215234720992026,0.14968999114260406,10
O75718,CRTAP,False,False,False,401,0.0,0.07481296758104738,3
O75746,SLC25A12,False,False,False,678,0.02064896755162242,0.10914454277286136,1
O75747,PIK3C2G,False,False,False,1486,0.0657439446366782,0.13997308209959622,1
O75807,PPP1R15A,False,False,False,674,0.2898089171974522,0.14391691394658754,1
O75821,EIF3G,False,False,False,320,0.578125,0.146875,5
O75874,IDH1,False,False,False,414,0.2898089171974522,0.1111111111111111,1
O75882,ATRN,False,False,False,1429,0.013995801259622114,0.13925822253324002,4
O75886,STAM2,False,False,False,525,0.3942857142857143,0.14666666666666667,2
O75901,RASSF9,False,False,False,435,0.18850574712643678,0.1310344827586207,1
O75909,CCNK,True,False,False,580,0.5810344827586207,0.10172413793103448,4
O75920,SERF1A,False,False,False,110,0.509090909090909,0.14545454545454545,3
O75923,DYSF,False,False,False,2080,0.08990384615384615,0.10625,3
O75925,PIAS1,False,False,False,651,0.1966205837173579,0.19508448540706605,1
O75928,PIAS2,False,False,False,621,0.2898089171974522,0.1996779388083736,1
O75934,BCAS2,False,False,False,225,0.03111111111111111,0.08444444444444445,1
O75940,SMNDC1,False,False,False,238,0.4957983193277311,0.12605042016806722,2
O75943,RAD17,False,False,False,681,0.2898089171974522,0.14390602055800295,2
O75962,TRIO,False,False,False,3097,0.22537939941879237,0.1365837907652567,1
O75976,CPD,False,False,False,1380,0.20869565217391303,0.1427536231884058,3
O76021,RSL1D1,False,False,False,490,0.5040816326530613,0.16938775510204082,2
O76027,ANXA9,False,False,False,345,0.043478260869565216,0.13333333333333333,1
O76031,CLPX,False,False,False,633,0.21011058451816747,0.12164296998420221,2
