accession,species,n_columns,true_pearson,true_cosine,true_js,true_position,null_a_pearson,null_a_cosine,null_a_js,null_a_position,null_b_pearson,null_b_cosine,null_b_js
Q96KR1,mouse,10,1.0,1.0,1.0,0.40824829046386313,-0.24845199749997662,0.0,0.0,,-0.21350420507344953,0.04166666666666667,0.09999999999999998
Q96KR1,mouse,12,0.9754981706365538,0.9791300486523294,0.95402487300999,0.25482359571881286,0.0956365069595007,0.3354101966249684,0.39207956392571097,,-0.2049780624787956,0.10606601717798211,0.1981203125901445
Q96KR1,mouse,8,0.8000946913656627,0.8486684247915056,0.8506025296523008,,0.09090909090909094,0.33333333333333337,0.25,-0.5773502691896257,0.49123330549526817,0.6390096504226938,0.625
Q96KR1,rat,10,1.0,0.9999999999999999,1.0,,0.38177085778546666,0.5292377467571568,0.6245112497836532,,0.09245003270420486,0.37796447300922725,0.3999999999999999
Q96KR1,rat,11,1.0,0.9999999999999999,1.0,,-0.23026909363535233,0.0,0.0,,0.06937772810067543,0.3478327964999673,0.3979494319165213
Q96KR1,rat,8,1.0,1.0,1.0,,0.3001225239993905,0.4743416490252569,0.5,,0.19293590828532242,0.3952847075210474,0.45281953111478324
Q96KR1,rat,32,0.9889867841409689,0.9929577464788732,0.9979478851952038,0.3110855084191275,0.4240506247196074,0.6647306880234359,0.5980713489302228,,0.5553204852365106,0.7436709891546306,0.7587497692451068
Q96KR1,rat,10,1.0,1.0,1.0,,-0.08606629658238706,0.22360679774997902,0.33774437510817346,,0.25819888974716115,0.44721359549995804,0.4327511016026797
Q96KR1,rat,12,1.0,1.0,1.0,,0.3994062831723787,0.5393598899705936,0.5272925846688997,,-0.0998515707930947,0.1685499656158105,0.16250560541208858
Q96KR1,rat,8,0.8863636363636362,0.9166666666666669,0.875,,-0.01884445903611021,0.21650635094610968,0.29718046888521676,,0.09090909090909087,0.33333333333333337,0.42218046888521676
Q9BYJ9,mouse,8,1.0,1.0,1.0,,0.1696001313249919,0.36084391824351614,0.375,,0.19293590828532242,0.3952847075210474,0.45281953111478324
Q9BYJ9,mouse,10,1.0,1.0,1.0,,0.24806946917841696,0.521749194749951,0.5132331253245203,,0.09119215051751065,0.25458753860865774,0.43774437510817343
Q9BYJ9,mouse,14,0.836683878657806,0.8671099695241199,0.9110633930116763,0.47140452079103173,0.20301970092451083,0.4091585441924856,0.40161116063701896,,0.006897207851218124,0.25253813613805265,0.33524364099688664
Q9H1B7,mouse,8,0.9404761904761905,0.9499999999999998,0.875,0.4472135954999579,-0.15677236033392414,0.0,0.0,,-0.016448792373994218,0.19364916731037085,0.29718046888521676
Q9H2P0,mouse,8,0.9999999999999999,0.9999999999999998,1.0,0.4879500364742665,0.4637130167514838,0.5590169943749475,0.5,,-0.18093671611393647,0.06454972243679027,0.125
Q9HBD1,mouse,11,0.9608000524388244,0.9680038658279578,0.9498453160108982,,0.0641215290152371,0.33485541126445795,0.4545454545454546,,0.4367420968535935,0.6068660849090084,0.7152426133413453
Q9HBM6,mouse,17,0.7644100793442212,0.8334762598987155,0.8487212356939279,,0.13971646696947676,0.4558423058385518,0.5519510703161428,,0.6896001850854653,0.8044489089669069,0.8252812367420108
Q9HCD5,mouse,12,0.9675324675324677,0.9736842105263155,0.9878960810227785,-0.2548235957188128,-0.07960154225863918,0.1433848336691011,0.25,,0.24604113061761199,0.4014775342734831,0.5
Q9HCD5,mouse,11,0.9410029498525077,0.9565217391304346,0.9090909090909091,-0.2390457218668787,0.8065813386653515,0.8610567718228919,0.802340202472874,,0.8135126692523639,0.864529934867251,0.8366532707530316
Q9HCD6,mouse,9,1.0,0.9999999999999998,1.0,,0.6715886460016943,0.7409585736349483,0.6053664973466533,,0.07713069352461402,0.3026137663344012,0.3116466930242674
Q9NXV6,mouse,8,0.8809523809523809,0.8999999999999998,0.75,,0.6682922888477266,0.7267220926874316,0.5560373095149851,,0.06579516949597689,0.2581988897471611,0.42218046888521676
Q9NYJ8,mouse,9,0.9429186995556222,0.9434563530497262,0.8727503302525937,,0.44950240629384886,0.532938710021193,0.3605680553151701,,0.6384208887187334,0.6759263694193746,0.5827902775373924
Q9UHD9,mouse,16,0.711717115759332,0.75,0.8387054831905094,0.3779644730092273,0.13005121775247103,0.4216370213557839,0.46109023444260844,,-0.18463723646899918,0.20412414523193148,0.23780126482615027
Q9UHR5,mouse,15,0.9761541963588631,0.977756368582556,0.9849625007211561,0.4677071733467428,0.8500273729115353,0.8659265774094568,0.6872034299326305,,-0.1704787629080248,0.09578262852211511,0.25032583347756465
Q9UHR5,mouse,14,1.0,0.9999999999999998,1.0,,-0.05955043696120531,0.1951800145897066,0.31624117758119086,,0.0888977782041243,0.3302891295379082,0.42351037678298964
Q9ULM3,mouse,14,0.927097352698487,0.9462916232627815,0.9502179605995159,,0.20782715967483967,0.4301545010073033,0.4460794641311808,,0.581850418191413,0.6955186050933214,0.6479181946455819
Q9Y2X9,mouse,30,0.9999999999999999,1.0,1.0,0.5091750772173157,0.20672455764868075,0.5096471914376255,0.6111381750066407,,0.399471747717828,0.6617241025372945,0.6500385548012326
Q9Y618,mouse,9,1.0,0.9999999999999999,1.0,,-0.004644335686843565,0.269069117598525,0.3060986113514965,,-0.08817538310581415,0.18786728732554484,0.2641604167868594
Q9Y618,mouse,9,1.0,1.0,1.0,,0.2570543789559667,0.44008622942335207,0.46469599870001566,,-0.0063396617132651465,0.3344968040028363,0.37527152789797047
