direction,species,accession,label,score,gene_disjoint
human_to_target,mouse,A2AQ25,0,0.14473767660574308,True
human_to_target,mouse,A2AQ25,0,0.07106777957348201,True
human_to_target,mouse,A2AQ25,0,0.09730038004193632,True
human_to_target,mouse,A2AQ25,0,0.044729345864608694,True
human_to_target,mouse,A2AQ25,0,0.006663777734078062,True
human_to_target,mouse,A2AQ25,0,0.012337417430385977,True
human_to_target,mouse,A2AQ25,0,0.008959814558183858,True
human_to_target,mouse,A2AQ25,0,0.012573593198082903,True
human_to_target,mouse,A2AQ25,0,0.1145772799989566,True
human_to_target,mouse,A2AQ25,0,0.05391269837491557,True
human_to_target,mouse,A2AQ25,0,0.10852200476751243,True
human_to_target,mouse,A2AQ25,0,0.18708255738256618,True
human_to_target,mouse,A2AQ25,0,0.039714222768680155,True
human_to_target,mouse,A2AQ25,0,0.046658899140376006,True
human_to_target,mouse,A2AQ25,0,0.06268248994988607,True
human_to_target,mouse,A2AQ25,0,0.029450440946422834,True
human_to_target,mouse,A2AQ25,0,0.043739471708735,True
human_to_target,mouse,A2AQ25,0,0.08140628501854039,True
human_to_target,mouse,A2AQ25,0,0.05178292774994467,True
human_to_target,mouse,A2AQ25,0,0.05300407163595921,True
human_to_target,mouse,A2AQ25,0,0.04899436871119227,True
human_to_target,mouse,A2AQ25,0,0.04518629872117661,True
human_to_target,mouse,A2AQ25,0,0.08316960218682092,True
human_to_target,mouse,A2AQ25,0,0.11586937650680114,True
human_to_target,mouse,A2AQ25,0,0.15984572862360077,True
human_to_target,mouse,A2AQ25,0,0.2102369004871882,True
human_to_target,mouse,A2AQ25,0,0.2104863558124604,True
human_to_target,mouse,A2AQ25,0,0.16226740822651584,True
human_to_target,mouse,A2AQ25,0,0.14353641408631795,True
human_to_target,mouse,A2AQ25,0,0.14058154790529634,True
human_to_target,mouse,A2AQ25,0,0.08955967043507757,True
human_to_target,mouse,A2AQ25,0,0.014842481857861831,True
human_to_target,mouse,A2AQ25,0,0.00046196984144881363,True
human_to_target,mouse,A2AQ25,0,0.0006164434518843534,True
human_to_target,mouse,A2AQ25,0,0.0002064988113905067,True
human_to_target,mouse,A2AQ25,0,0.0012448101908315349,True
human_to_target,mouse,A2AQ25,0,0.0036647687557055312,True
human_to_target,mouse,A2AQ25,0,0.00034511098128591335,True
human_to_target,mouse,A2AQ25,0,0.009702451231273439,True
human_to_target,mouse,A2AQ25,0,0.0037162580101216787,True
human_to_target,mouse,A2AQ25,0,0.007979921508616553,True
human_to_target,mouse,A2AQ25,0,0.00782046522620026,True
human_to_target,mouse,A2AQ25,0,0.00684532360208783,True
human_to_target,mouse,A2AQ25,0,0.0005322372454888608,True
human_to_target,mouse,A2AQ25,0,0.00042153412271214854,True
human_to_target,mouse,A2AQ25,0,0.012255152465654406,True
human_to_target,mouse,A2AQ25,0,0.00461505528745831,True
human_to_target,mouse,A2AQ25,0,0.019047955848044428,True
human_to_target,mouse,A2AQ25,0,0.035854598073784896,True
human_to_target,mouse,A2AQ25,0,0.04353195923940225,True
human_to_target,mouse,A2AQ25,0,0.010321018960238017,True
human_to_target,mouse,A2AQ25,0,0.033963756321742804,True
human_to_target,mouse,A2AQ25,0,0.043166299910968944,True
human_to_target,mouse,A2AQ25,0,0.08475956309970484,True
human_to_target,mouse,A2AQ25,0,0.1638391508268503,True
human_to_target,mouse,A2AQ25,0,0.13319383979763744,True
human_to_target,mouse,A2AQ25,0,0.1595154303107029,True
human_to_target,mouse,A2AQ25,0,0.25673046755389384,True
human_to_target,mouse,A2AQ25,0,0.13936933681949928,True
human_to_target,mouse,A2AQ25,0,0.17858139576259005,True
human_to_target,mouse,A2AQ25,0,0.07386835949850643,True
human_to_target,mouse,A2AQ25,0,0.13369634613094114,True
human_to_target,mouse,A2AQ25,0,0.03773186760696933,True
human_to_target,mouse,A2AQ25,0,0.006729448321786496,True
human_to_target,mouse,A2AQ25,0,0.0006789990360544614,True
human_to_target,mouse,A2AQ25,0,0.00044912224992371187,True
human_to_target,mouse,A2AQ25,0,0.014060472326741846,True
human_to_target,mouse,A2AQ25,0,0.013632849485199475,True
human_to_target,mouse,A2AQ25,0,0.013901614122592734,True
human_to_target,mouse,A2AQ25,0,0.006552792957146929,True
human_to_target,mouse,A2AQ25,0,0.005294922809226814,True
human_to_target,mouse,A2AQ25,0,0.039679239685536445,True
human_to_target,mouse,A2AQ25,0,0.04139594984534772,True
human_to_target,mouse,A2AQ25,0,0.09860600204059249,True
human_to_target,mouse,A2AQ25,0,0.1882208330358014,True
human_to_target,mouse,A2AQ25,0,0.08205492874898859,True
human_to_target,mouse,A2AQ25,0,0.07425780095666341,True
human_to_target,mouse,A2AQ25,0,0.0075775504485038996,True
human_to_target,mouse,A2AQ25,0,0.002379176114880438,True
human_to_target,mouse,A2AQ25,0,0.0033244653277043766,True
human_to_target,mouse,A2AQ25,0,0.00844053027113117,True
human_to_target,mouse,A2AQ25,0,0.01449470668343873,True
human_to_target,mouse,A2AQ25,0,0.016280248191088278,True
human_to_target,mouse,A2AQ25,0,0.009003054908709356,True
human_to_target,mouse,A2AQ25,0,0.01783102215639148,True
human_to_target,mouse,A2AQ25,0,0.014884903876226412,True
human_to_target,mouse,A2AQ25,0,0.007164696738170767,True
human_to_target,mouse,A2AQ25,0,0.03661736047353715,True
human_to_target,mouse,A2AQ25,0,0.09450193067503784,True
human_to_target,mouse,A2AQ25,0,0.0798155978146242,True
human_to_target,mouse,A2AQ25,0,0.08005624565449852,True
human_to_target,mouse,A2AQ25,0,0.12345365850443862,True
human_to_target,mouse,A2AQ25,0,0.06841424220045722,True
human_to_target,mouse,A2AQ25,0,0.04302546888395186,True
human_to_target,mouse,A2AQ25,0,0.027358465781991435,True
human_to_target,mouse,A2AQ25,0,0.03372853510271041,True
human_to_target,mouse,A2AQ25,0,0.0007301514577025622,True
human_to_target,mouse,A2AQ25,0,0.011815843195774113,True
human_to_target,mouse,A2AQ25,0,0.017334006517027146,True
human_to_target,mouse,A2AQ25,0,0.01681448829509905,True
human_to_target,mouse,A2AQ25,0,0.025538671100979047,True
human_to_target,mouse,A2AQ25,0,0.005335791464009131,True
human_to_target,mouse,A2AQ25,0,0.05533802600915426,True
human_to_target,mouse,A2AQ25,0,0.017613735474341072,True
human_to_target,mouse,A2AQ25,0,0.02203824046542985,True
human_to_target,mouse,A2AQ25,0,0.031706680823533284,True
human_to_target,mouse,A2AQ25,0,0.012028594944968456,True
human_to_target,mouse,A2AQ25,0,0.012563055661257885,True
human_to_target,mouse,A2AQ25,0,0.006613978873809569,True
human_to_target,mouse,A2AQ25,0,0.0045277383777481365,True
human_to_target,mouse,A2AQ25,0,0.003392659777434684,True
human_to_target,mouse,A2AQ25,0,0.0016656847448033743,True
human_to_target,mouse,A2AQ25,0,0.0019823509981720623,True
human_to_target,mouse,A2AQ25,0,0.0013628936667632997,True
human_to_target,mouse,A2AQ25,0,0.0025044841399247523,True
human_to_target,mouse,A2AQ25,0,0.002106850880257833,True
human_to_target,mouse,A2AQ25,0,0.0019019851318821418,True
human_to_target,mouse,A2AQ25,0,0.0046902974418900015,True
human_to_target,mouse,A2AQ25,0,0.02139576125430301,True
human_to_target,mouse,A2AQ25,0,0.017924820328092055,True
human_to_target,mouse,A2AQ25,0,0.04599758208726007,True
human_to_target,mouse,A2AQ25,0,0.023893194681162546,True
human_to_target,mouse,A2AQ25,0,0.012791410853006923,True
human_to_target,mouse,A2AQ25,0,0.013687055541784727,True
human_to_target,mouse,A2AQ25,0,0.015999590576500907,True
human_to_target,mouse,A2AQ25,0,0.016088802107527552,True
human_to_target,mouse,A2AQ25,0,0.022416467857567533,True
human_to_target,mouse,A2AQ25,0,0.03581918484473236,True
human_to_target,mouse,A2AQ25,0,0.013261524409890514,True
human_to_target,mouse,A2AQ25,0,0.02196770096262031,True
human_to_target,mouse,A2AQ25,0,0.028096465397711212,True
human_to_target,mouse,A2AQ25,0,0.04421255965013517,True
human_to_target,mouse,A2AQ25,0,0.11333777251273794,True
human_to_target,mouse,A2AQ25,0,0.12342553836208248,True
human_to_target,mouse,A2AQ25,0,0.10099540156419315,True
human_to_target,mouse,A2AQ25,0,0.0578568190466116,True
human_to_target,mouse,A2AQ25,0,0.06613713268603459,True
human_to_target,mouse,A2AQ25,0,0.05169131999106848,True
human_to_target,mouse,A2AQ25,0,0.07516797752821776,True
human_to_target,mouse,A2AQ25,0,0.10301846548836759,True
human_to_target,mouse,A2AQ25,0,0.15112696649315777,True
human_to_target,mouse,A2AQ25,0,0.13632133801040477,True
human_to_target,mouse,A2AQ25,0,0.06015824566731944,True
human_to_target,mouse,A2AQ25,0,0.012891702939519509,True
human_to_target,mouse,A2AQ25,0,0.03246736394754426,True
human_to_target,mouse,A2AQ25,0,0.09405766182267362,True
human_to_target,mouse,A2AQ25,0,0.23569478124086582,True
human_to_target,mouse,A2AQ25,0,0.16236706869825732,True
human_to_target,mouse,A2AQ25,0,0.24157678421532008,True
human_to_target,mouse,A2AQ25,0,0.24395644534173913,True
human_to_target,mouse,A2AQ25,0,0.4959682458162894,True
human_to_target,mouse,A2AQ25,0,0.4476098762530475,True
human_to_target,mouse,A2AQ25,0,0.29892825086097524,True
human_to_target,mouse,A2AQ25,0,0.327992254454779,True
human_to_target,mouse,A2AQ25,1,0.4612901297838955,True
human_to_target,mouse,A2AQ25,1,0.661425013055493,True
human_to_target,mouse,A2AQ25,1,0.41940081163979276,True
human_to_target,mouse,A2AQ25,1,0.6335709832944487,True
human_to_target,mouse,A2AQ25,0,0.4092530069566592,True
human_to_target,mouse,A2AQ25,0,0.5899335020333959,True
human_to_target,mouse,D3YZU1,0,0.011782224948564176,True
human_to_target,mouse,D3YZU1,0,0.013400356776336489,True
human_to_target,mouse,D3YZU1,0,0.019731475702908226,True
human_to_target,mouse,D3YZU1,0,0.025745053446130237,True
human_to_target,mouse,D3YZU1,0,0.013196505560226647,True
human_to_target,mouse,D3YZU1,0,0.03456415381466774,True
human_to_target,mouse,D3YZU1,0,0.03093657598355849,True
human_to_target,mouse,D3YZU1,0,0.02337730087146314,True
human_to_target,mouse,D3YZU1,0,0.028161235126523965,True
human_to_target,mouse,D3YZU1,0,0.017216973527804345,True
human_to_target,mouse,D3YZU1,0,0.017160514755197823,True
human_to_target,mouse,D3YZU1,0,0.005115881265316155,True
human_to_target,mouse,D3YZU1,0,0.0024389125018939653,True
human_to_target,mouse,D3YZU1,0,0.011201379438770663,True
human_to_target,mouse,D3YZU1,0,0.0023153247864088925,True
human_to_target,mouse,D3YZU1,0,0.005895101419328865,True
human_to_target,mouse,D3YZU1,0,0.005574658167780896,True
human_to_target,mouse,D3YZU1,0,0.007685566719862796,True
human_to_target,mouse,D3YZU1,0,0.006178753804060752,True
human_to_target,mouse,D3YZU1,0,0.010828298508373645,True
human_to_target,mouse,D3YZU1,0,0.037681990682522246,True
human_to_target,mouse,D3YZU1,0,0.025916129640469732,True
human_to_target,mouse,D3YZU1,0,0.02543523423122888,True
human_to_target,mouse,D3YZU1,0,0.013924631406167145,True
human_to_target,mouse,D3YZU1,0,0.008134850595456076,True
human_to_target,mouse,D3YZU1,0,0.00762564418154036,True
human_to_target,mouse,D3YZU1,0,0.005648602254539232,True
human_to_target,mouse,D3YZU1,0,0.00308704308731987,True
human_to_target,mouse,D3YZU1,0,0.0013935264825838524,True
human_to_target,mouse,D3YZU1,0,0.0003535585221928831,True
human_to_target,mouse,D3YZU1,0,0.00031779897070540825,True
human_to_target,mouse,D3YZU1,0,0.00044726888182188023,True
human_to_target,mouse,D3YZU1,0,0.0014698700021970347,True
human_to_target,mouse,D3YZU1,0,0.0023105689314801025,True
human_to_target,mouse,D3YZU1,0,0.0016944253770690722,True
human_to_target,mouse,D3YZU1,0,0.0013611472549970535,True
human_to_target,mouse,D3YZU1,0,0.00021439277437022822,True
human_to_target,mouse,D3YZU1,0,0.0003445680067578711,True
human_to_target,mouse,D3YZU1,0,0.00023353389400178538,True
human_to_target,mouse,D3YZU1,0,0.0003992692162475395,True
human_to_target,mouse,D3YZU1,0,0.00044284890362512316,True
human_to_target,mouse,D3YZU1,0,0.010383625968773595,True
human_to_target,mouse,D3YZU1,0,0.023264065949421927,True
human_to_target,mouse,D3YZU1,0,0.18662587679314993,True
human_to_target,mouse,D3YZU1,0,0.2566238896033806,True
human_to_target,mouse,D3YZU1,0,0.19945812098820875,True
human_to_target,mouse,D3YZU1,0,0.21283993658041234,True
human_to_target,mouse,D3YZU1,0,0.21941034087501557,True
human_to_target,mouse,D3YZU1,0,0.03780225493614461,True
human_to_target,mouse,D3YZU1,0,0.022124617588012187,True
human_to_target,mouse,D3YZU1,0,0.02041111872951184,True
human_to_target,mouse,D3YZU1,0,0.026184086562758967,True
human_to_target,mouse,D3YZU1,0,0.015420244677744492,True
human_to_target,mouse,D3YZU1,0,0.008705372144646851,True
human_to_target,mouse,D3YZU1,0,0.012972130542453704,True
human_to_target,mouse,D3YZU1,0,0.018652892852199097,True
human_to_target,mouse,D3YZU1,0,0.016172861767289316,True
human_to_target,mouse,D3YZU1,0,0.005070943695308475,True
human_to_target,mouse,D3YZU1,0,0.00727102098402223,True
human_to_target,mouse,D3YZU1,0,0.003007653960158681,True
human_to_target,mouse,D3YZU1,0,0.0061758846818953175,True
human_to_target,mouse,D3YZU1,0,0.02355045313637529,True
human_to_target,mouse,D3YZU1,0,0.02901871939393807,True
human_to_target,mouse,D3YZU1,0,0.024425124600105857,True
human_to_target,mouse,D3YZU1,0,0.021439101957619573,True
human_to_target,mouse,D3YZU1,0,0.021888980033857763,True
human_to_target,mouse,D3YZU1,0,0.02044238560307819,True
human_to_target,mouse,D3YZU1,0,0.013306517111769452,True
human_to_target,mouse,D3YZU1,0,0.007243404208275992,True
human_to_target,mouse,D3YZU1,0,0.004788673862832994,True
human_to_target,mouse,D3YZU1,0,0.00306225657098644,True
human_to_target,mouse,D3YZU1,0,0.00035842798838997753,True
human_to_target,mouse,D3YZU1,0,0.0002904723419979921,True
human_to_target,mouse,D3YZU1,0,0.00020267410195242628,True
human_to_target,mouse,D3YZU1,0,0.0021592028415813036,True
human_to_target,mouse,D3YZU1,0,0.0028091224440084405,True
human_to_target,mouse,D3YZU1,0,0.03167002009072684,True
human_to_target,mouse,D3YZU1,0,0.03629589625800496,True
human_to_target,mouse,D3YZU1,0,0.045013964762301906,True
human_to_target,mouse,D3YZU1,0,0.0632000766293053,True
human_to_target,mouse,D3YZU1,0,0.008515737023430425,True
human_to_target,mouse,D3YZU1,0,0.0067634185051091075,True
human_to_target,mouse,D3YZU1,0,0.054752747563148546,True
human_to_target,mouse,D3YZU1,0,0.05190213537020879,True
human_to_target,mouse,D3YZU1,0,0.0959807152820984,True
human_to_target,mouse,D3YZU1,0,0.11403543316267958,True
human_to_target,mouse,D3YZU1,0,0.053349600625780355,True
human_to_target,mouse,D3YZU1,0,0.04591591206153481,True
human_to_target,mouse,D3YZU1,0,0.008617554300746311,True
human_to_target,mouse,D3YZU1,0,0.024410086763338532,True
human_to_target,mouse,D3YZU1,0,0.01631296269951806,True
human_to_target,mouse,D3YZU1,1,0.0464133971101747,True
human_to_target,mouse,D3YZU1,1,0.059480201822736646,True
human_to_target,mouse,D3YZU1,1,0.07881885249467373,True
human_to_target,mouse,D3YZU1,0,0.05640532608365852,True
human_to_target,mouse,D3YZU1,0,0.0500300477458654,True
human_to_target,mouse,D3YZU1,0,0.09451602230191591,True
human_to_target,mouse,D3YZU1,0,0.0409560666737634,True
human_to_target,mouse,D3YZU1,0,0.10041786261296011,True
human_to_target,mouse,D3YZU1,0,0.01166070163995394,True
human_to_target,mouse,D3YZU1,0,0.0007964638408321359,True
human_to_target,mouse,D3YZU1,0,0.0006322625878617759,True
human_to_target,mouse,D3YZU1,0,0.0004863596483919802,True
human_to_target,mouse,D3YZU1,0,0.004790326620965865,True
human_to_target,mouse,D3YZU1,0,0.11640798280411242,True
human_to_target,mouse,D3YZU1,0,0.08662356384880594,True
human_to_target,mouse,D3YZU1,0,0.12981912453983874,True
human_to_target,mouse,D3YZU1,0,0.25826741434678946,True
human_to_target,mouse,D3YZU1,0,0.24872102494300144,True
human_to_target,mouse,D3YZU1,0,0.030979781329097407,True
human_to_target,mouse,D3YZU1,0,0.003825629946526404,True
human_to_target,mouse,D3YZU1,0,0.08041353319023567,True
human_to_target,mouse,D3YZU1,0,0.07168302292365808,True
human_to_target,mouse,D3YZU1,0,0.0364938192173734,True
human_to_target,mouse,D3YZU1,0,0.08423109145419036,True
human_to_target,mouse,D3YZU1,0,0.052631682968414466,True
human_to_target,mouse,D3YZU1,0,0.1675039616163258,True
human_to_target,mouse,D3YZU1,0,0.09990304371068051,True
human_to_target,mouse,D3YZU1,0,0.03515915289584556,True
human_to_target,mouse,D3YZU1,0,0.025803697889591633,True
human_to_target,mouse,D3YZU1,0,0.018716089829867086,True
human_to_target,mouse,D3YZU1,0,0.21959047603041784,True
human_to_target,mouse,D3YZU1,0,0.09248830428467936,True
human_to_target,mouse,D3YZU1,0,0.0808337601395593,True
human_to_target,mouse,D3YZU1,0,0.030085246179424714,True
human_to_target,mouse,D3YZU1,0,0.016195339901466793,True
human_to_target,mouse,D3YZU1,0,0.015312585071042325,True
human_to_target,mouse,D3YZU1,0,0.010966906914958835,True
human_to_target,mouse,D3YZU1,0,0.024706934855506426,True
human_to_target,mouse,D3YZU1,0,0.03561140306438674,True
human_to_target,mouse,D3YZU1,0,0.0871864929149282,True
human_to_target,mouse,D3YZU1,0,0.35829250317499034,True
human_to_target,mouse,D3YZU1,0,0.26352762669537394,True
human_to_target,mouse,D3YZU1,0,0.2411514782877261,True
human_to_target,mouse,D3YZU1,0,0.14220672533279158,True
human_to_target,mouse,D3YZU1,0,0.024289788070810482,True
human_to_target,mouse,D3YZU1,0,0.022288821935102805,True
human_to_target,mouse,D3YZU1,0,0.04026572211987164,True
human_to_target,mouse,D3YZU1,0,0.08221800238469387,True
human_to_target,mouse,D3YZU1,0,0.03199166053208182,True
human_to_target,mouse,D3YZU1,0,0.011503240576466728,True
human_to_target,mouse,D3YZU1,0,0.05354076026646874,True
human_to_target,mouse,D3YZU1,0,0.010847786682069427,True
human_to_target,mouse,D3YZU1,0,0.04235455196877031,True
human_to_target,mouse,D3YZU1,0,0.010238961621961355,True
human_to_target,mouse,D3YZU1,0,0.01482727742113376,True
human_to_target,mouse,D3YZU1,0,0.007074825069824125,True
human_to_target,mouse,D3YZU1,0,0.005155344747112819,True
human_to_target,mouse,D3YZU1,0,0.005289110765879976,True
human_to_target,mouse,D3YZU1,0,0.03635862339030033,True
human_to_target,mouse,D3YZU1,0,0.03000381494418924,True
human_to_target,mouse,D3YZU1,0,0.08433342681087329,True
human_to_target,mouse,D3YZU1,0,0.028646643489112115,True
human_to_target,mouse,D3YZU1,0,0.015272152763501023,True
human_to_target,mouse,D3YZU1,0,0.006254588414791945,True
human_to_target,mouse,D3YZU1,0,0.00017646279146080993,True
human_to_target,mouse,D3YZU1,0,0.00753912061207543,True
human_to_target,mouse,D3YZU1,0,0.017710322766236644,True
human_to_target,mouse,D3YZU1,0,0.015298867078008073,True
human_to_target,mouse,D3YZU1,0,0.005612276986771567,True
human_to_target,mouse,D3YZU1,0,0.05029514783769622,True
human_to_target,mouse,D3YZU1,0,0.08581458960251466,True
human_to_target,mouse,D3YZU1,0,0.10253081530559809,True
human_to_target,mouse,D3YZU1,0,0.037575184323750725,True
human_to_target,mouse,D3YZU1,0,0.01096001433799568,True
human_to_target,mouse,D3YZU1,0,0.008058827617459323,True
human_to_target,mouse,D3YZU1,0,0.0036686198798279493,True
human_to_target,mouse,D3YZU1,0,0.007363069754389793,True
human_to_target,mouse,D3YZU1,0,0.017889816304951844,True
human_to_target,mouse,D3YZU1,0,0.025789070196144997,True
human_to_target,mouse,D3YZU1,0,0.046444073561316655,True
human_to_target,mouse,D3YZU1,0,0.03826652094346319,True
human_to_target,mouse,D3YZU1,0,0.03652035583594235,True
human_to_target,mouse,D3YZU1,0,0.05950236738363221,True
human_to_target,mouse,D3YZU1,0,0.08320952719214628,True
human_to_target,mouse,D3YZU1,0,0.04004957328793013,True
human_to_target,mouse,D3YZU1,0,0.11972314634484083,True
human_to_target,mouse,D3YZU1,0,0.2857200577927152,True
human_to_target,mouse,D3YZU1,0,0.19982643355815602,True
human_to_target,mouse,D3YZU1,0,0.2163598954828145,True
human_to_target,mouse,D3YZU1,0,0.05954265694669215,True
human_to_target,mouse,D3YZU1,0,0.03689367894867141,True
human_to_target,mouse,D3YZU1,0,0.01286105110042287,True
human_to_target,mouse,D3YZU1,0,0.005578331091625391,True
human_to_target,mouse,D3YZU1,0,0.06834500966908656,True
human_to_target,mouse,D3YZU1,0,0.04252800562698422,True
human_to_target,mouse,D3YZU1,0,0.14858164957666,True
human_to_target,mouse,D3YZU1,0,0.29562658390200824,True
human_to_target,mouse,D3YZU1,0,0.3406739023704993,True
human_to_target,mouse,D3YZU1,0,0.1650859644022037,True
human_to_target,mouse,D3YZU1,0,0.28132599498360716,True
human_to_target,mouse,D3YZU1,0,0.18876404310592598,True
human_to_target,mouse,D3YZU1,0,0.23675873530199926,True
human_to_target,mouse,D3YZU1,0,0.11728382854837754,True
human_to_target,mouse,D3YZU1,0,0.29253470505034335,True
human_to_target,mouse,D3YZU1,0,0.41791245312309555,True
human_to_target,mouse,D3YZU1,0,0.37760156423712005,True
human_to_target,mouse,D3YZU1,0,0.4739439725192579,True
human_to_target,mouse,D3YZU1,0,0.2756989842577065,True
human_to_target,mouse,D3YZU1,0,0.23654559101841122,True
human_to_target,mouse,D3YZU1,0,0.13139635363204602,True
human_to_target,mouse,D3YZU1,0,0.07420470104329784,True
human_to_target,mouse,D3YZU1,0,0.10411443297287337,True
human_to_target,mouse,D3YZU1,0,0.08197389783337529,True
human_to_target,mouse,D3YZU1,0,0.05432767783958411,True
human_to_target,mouse,D3YZU1,0,0.1551545849367202,True
human_to_target,mouse,D3YZU1,0,0.14298464093165786,True
human_to_target,mouse,D3YZU1,0,0.08408486318864754,True
human_to_target,mouse,D3YZU1,0,0.04373495648656589,True
human_to_target,mouse,D3YZU1,0,0.051756852057795726,True
human_to_target,mouse,D3YZU1,0,0.0004272840791585593,True
human_to_target,mouse,D3YZU1,0,0.004409489100871827,True
human_to_target,mouse,D3YZU1,0,0.007736605287857411,True
human_to_target,mouse,D3YZU1,0,0.002627218185718426,True
human_to_target,mouse,D3YZU1,0,0.002658369527640131,True
human_to_target,mouse,F6SEU4,0,0.03926840877976224,True
human_to_target,mouse,F6SEU4,0,0.04537008249206694,True
human_to_target,mouse,F6SEU4,0,0.008535745292142655,True
human_to_target,mouse,F6SEU4,0,0.002379320770654119,True
human_to_target,mouse,F6SEU4,0,0.003456273255231341,True
human_to_target,mouse,F6SEU4,0,0.00588723991000066,True
human_to_target,mouse,F6SEU4,0,0.016884960497384995,True
human_to_target,mouse,F6SEU4,0,0.009775311333645538,True
human_to_target,mouse,F6SEU4,0,0.024677076512082112,True
human_to_target,mouse,F6SEU4,0,0.007374325087354775,True
human_to_target,mouse,F6SEU4,0,0.0031300775426127835,True
human_to_target,mouse,F6SEU4,0,0.02294657006421451,True
human_to_target,mouse,F6SEU4,0,0.02070709709419399,True
human_to_target,mouse,F6SEU4,0,0.029052981575262753,True
human_to_target,mouse,F6SEU4,0,0.02725888199609364,True
human_to_target,mouse,F6SEU4,0,0.058539201847078365,True
human_to_target,mouse,F6SEU4,0,0.10298418940370141,True
human_to_target,mouse,F6SEU4,0,0.062308961455430155,True
human_to_target,mouse,F6SEU4,0,0.04138960632634907,True
human_to_target,mouse,F6SEU4,0,0.01552500687475848,True
human_to_target,mouse,F6SEU4,0,0.012269006392171477,True
human_to_target,mouse,F6SEU4,0,0.04842767452090711,True
human_to_target,mouse,F6SEU4,0,0.060965009607379765,True
human_to_target,mouse,F6SEU4,0,0.029625512750772316,True
human_to_target,mouse,F6SEU4,0,0.0002380510933049866,True
human_to_target,mouse,F6SEU4,0,0.0005146257010136243,True
human_to_target,mouse,F6SEU4,0,0.0003158801307121046,True
human_to_target,mouse,F6SEU4,0,0.0211405656837238,True
human_to_target,mouse,F6SEU4,0,0.015640975853427812,True
human_to_target,mouse,F6SEU4,0,0.012686412481837175,True
human_to_target,mouse,F6SEU4,0,0.014338398081497774,True
human_to_target,mouse,F6SEU4,0,0.003166309493009146,True
human_to_target,mouse,F6SEU4,0,0.00043193826956174503,True
human_to_target,mouse,F6SEU4,0,0.004611115434282799,True
human_to_target,mouse,F6SEU4,0,0.038431489334688256,True
human_to_target,mouse,F6SEU4,0,0.0487472969929447,True
human_to_target,mouse,F6SEU4,0,0.04310567889369142,True
human_to_target,mouse,F6SEU4,0,0.049284755593463354,True
human_to_target,mouse,F6SEU4,0,0.02666099741588701,True
human_to_target,mouse,F6SEU4,0,0.009746194413683271,True
human_to_target,mouse,F6SEU4,0,0.002722099453965888,True
human_to_target,mouse,F6SEU4,0,0.0026593536039947368,True
human_to_target,mouse,F6SEU4,0,0.0003100742858373883,True
human_to_target,mouse,F6SEU4,0,0.00588254760545319,True
human_to_target,mouse,F6SEU4,0,0.008115783116580401,True
human_to_target,mouse,F6SEU4,0,0.007711055263856249,True
human_to_target,mouse,F6SEU4,0,0.00656670301342689,True
human_to_target,mouse,F6SEU4,0,0.010498229465529266,True
human_to_target,mouse,F6SEU4,0,0.002323302366676634,True
human_to_target,mouse,F6SEU4,0,0.0018151521283658897,True
human_to_target,mouse,F6SEU4,0,0.00031267037655016434,True
human_to_target,mouse,F6SEU4,0,0.004934973155831325,True
human_to_target,mouse,F6SEU4,0,0.004361535028634349,True
human_to_target,mouse,F6SEU4,0,0.004301468326308214,True
human_to_target,mouse,F6SEU4,0,0.007426360068099566,True
