accession,set,offset_-5,offset_-4,offset_-3,offset_-2,offset_-1,offset_+0,offset_+1,offset_+2,offset_+3,offset_+4,offset_+5,plus_one,flank
Q8NF91,phospho,0.0625,0.03125,0.0104166666666666,0.0208333333333333,0.0520833333333333,0.0,0.1041666666666666,0.0729166666666666,0.0833333333333333,0.0416666666666666,0.0416666666666666,0.1041666666666666,0.0434027777777777
Q8TAM1,phospho,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P46109,phospho,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0,0.2272727272727272,0.2272727272727272,0.2272727272727272,0.2272727272727272,0.2272727272727272,0.2272727272727272,0.1893939393939394
P61024,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q63ZY3,phospho,0.1388888888888889,0.1388888888888889,0.1666666666666666,0.1666666666666666,0.1111111111111111,0.0,0.1944444444444444,0.1111111111111111,0.1666666666666666,0.1388888888888889,0.1666666666666666,0.1944444444444444,0.1481481481481481
Q13428,phospho,0.0747126436781609,0.1264367816091954,0.0804597701149425,0.0747126436781609,0.0632183908045977,0.0,0.1724137931034483,0.0862068965517241,0.0402298850574712,0.0402298850574712,0.0747126436781609,0.1724137931034483,0.0747126436781609
Q96GP6,phospho,0.1666666666666666,0.1333333333333333,0.0666666666666666,0.1,0.2333333333333333,0.0,0.3666666666666666,0.0689655172413793,0.2758620689655172,0.0689655172413793,0.1379310344827586,0.3666666666666666,0.1186440677966101
Q99728,phospho,0.1071428571428571,0.0714285714285714,0.0357142857142857,0.1071428571428571,0.1428571428571428,0.0,0.4285714285714285,0.1785714285714285,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.4285714285714285,0.0892857142857142
O95373,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0185185185185185
Q15287,phospho,0.0769230769230769,0.0384615384615384,0.0566037735849056,0.0,0.1132075471698113,0.0,0.1698113207547169,0.0566037735849056,0.1132075471698113,0.0377358490566037,0.0566037735849056,0.1698113207547169,0.0504731861198738
P07900,phospho,0.0545454545454545,0.0357142857142857,0.0357142857142857,0.0178571428571428,0.0178571428571428,0.0,0.0178571428571428,0.0357142857142857,0.0,0.0714285714285714,0.0,0.0178571428571428,0.0327380952380952
Q9UBF8,phospho,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.1428571428571428,0.0,0.1428571428571428,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.0952380952380952,0.1428571428571428,0.0714285714285714
Q9BST9,phospho,0.0434782608695652,0.1739130434782608,0.1304347826086956,0.0434782608695652,0.0434782608695652,0.0,0.217391304347826,0.0869565217391304,0.1739130434782608,0.0869565217391304,0.1304347826086956,0.217391304347826,0.1159420289855072
P20930,phospho,0.0108695652173913,0.0108695652173913,0.0434782608695652,0.0434782608695652,0.0,0.0,0.0,0.0108695652173913,0.0217391304347826,0.0,0.0,0.0,0.0217391304347826
Q8NFM4,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.25,0.25,0.25,0.5,0.125
Q16560,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q5T1M5,phospho,0.0377358490566037,0.0943396226415094,0.0754716981132075,0.0943396226415094,0.1132075471698113,0.0,0.1698113207547169,0.0943396226415094,0.1320754716981132,0.0566037735849056,0.1132075471698113,0.1698113207547169,0.0911949685534591
P31751,phospho,0.1052631578947368,0.1052631578947368,0.0526315789473684,0.0,0.0526315789473684,0.0,0.1578947368421052,0.0526315789473684,0.0526315789473684,0.0555555555555555,0.1111111111111111,0.1578947368421052,0.0530973451327433
Q09666,phospho,0.1206896551724138,0.0316091954022988,0.2729885057471264,0.0086206896551724,0.0890804597701149,0.0,0.1005747126436781,0.4511494252873563,0.014367816091954,0.0804597701149425,0.0172910662824207,0.1005747126436781,0.143199233716475
Q92870,phospho,0.1153846153846153,0.0,0.1538461538461538,0.1538461538461538,0.1538461538461538,0.0,0.3461538461538461,0.1538461538461538,0.1153846153846153,0.0769230769230769,0.1923076923076923,0.3461538461538461,0.1089743589743589
O00299,phospho,0.0,0.0,0.0,0.0833333333333333,0.0,0.0,0.0833333333333333,0.3333333333333333,0.0833333333333333,0.0833333333333333,0.0,0.0833333333333333,0.0972222222222222
Q96D46,phospho,0.0769230769230769,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0,0.0,0.2307692307692307,0.0,0.1538461538461538,0.0769230769230769,0.0,0.2307692307692307,0.0897435897435897
Q9ULD2,phospho,0.0714285714285714,0.0,0.0892857142857142,0.0357142857142857,0.0892857142857142,0.0,0.2857142857142857,0.0714285714285714,0.0545454545454545,0.0545454545454545,0.1666666666666666,0.2857142857142857,0.0508982035928143
Q15797,phospho,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.3333333333333333,0.0,0.0,0.5,0.1428571428571428,0.0,0.25,0.25,0.5,0.1547619047619047
O75140,phospho,0.0434782608695652,0.1304347826086956,0.0434782608695652,0.0869565217391304,0.0869565217391304,0.0,0.1739130434782608,0.0434782608695652,0.0869565217391304,0.1304347826086956,0.0434782608695652,0.1739130434782608,0.0869565217391304
Q8WX92,phospho,0.0,0.0833333333333333,0.1666666666666666,0.0,0.25,0.0,0.5,0.1666666666666666,0.0833333333333333,0.0833333333333333,0.0,0.5,0.0972222222222222
P21730,phospho,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.0238095238095238
P35580,phospho,0.0222222222222222,0.0444444444444444,0.0222222222222222,0.0666666666666666,0.0222222222222222,0.0,0.0222222222222222,0.0227272727272727,0.0227272727272727,0.0,0.0227272727272727,0.0222222222222222,0.0299625468164794
Q9HCI6,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0
Q96Q42,phospho,0.0416666666666666,0.0833333333333333,0.0,0.0416666666666666,0.0,0.0,0.2083333333333333,0.0416666666666666,0.125,0.0416666666666666,0.2083333333333333,0.2083333333333333,0.0555555555555555
Q8IYS0,phospho,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.0714285714285714,0.0,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0119047619047619
Q13796,phospho,0.064516129032258,0.0483870967741935,0.064516129032258,0.0967741935483871,0.0967741935483871,0.0,0.2580645161290322,0.1935483870967742,0.0806451612903225,0.1129032258064516,0.1129032258064516,0.2580645161290322,0.0994623655913978
Q9P2F9,phospho,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.4285714285714285,0.0,0.1428571428571428,0.0952380952380952
Q8N1T3,phospho,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9UQF2,phospho,0.0975609756097561,0.073170731707317,0.0975609756097561,0.024390243902439,0.024390243902439,0.0,0.2439024390243902,0.1951219512195122,0.024390243902439,0.1707317073170731,0.1951219512195122,0.2439024390243902,0.0975609756097561
Q9BSQ5,phospho,0.0,0.0625,0.125,0.0,0.125,0.0,0.25,0.0625,0.0,0.0,0.0,0.25,0.0416666666666666
A0MZ66,phospho,0.0384615384615384,0.0769230769230769,0.074074074074074,0.0357142857142857,0.1428571428571428,0.0,0.1428571428571428,0.1071428571428571,0.1428571428571428,0.0714285714285714,0.0,0.1428571428571428,0.0848484848484848
Q15154,phospho,0.0583941605839416,0.0510948905109489,0.0437956204379562,0.0579710144927536,0.036231884057971,0.0,0.1014492753623188,0.072992700729927,0.072992700729927,0.0656934306569343,0.1021897810218978,0.1014492753623188,0.0607533414337788
P35637,phospho,0.0625,0.0,0.03125,0.03125,0.0625,0.0,0.0,0.0625,0.09375,0.0625,0.03125,0.0,0.046875
Q99961,phospho,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111
Q96AY3,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0
P19320,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0555555555555555
P31152,phospho,0.0,0.0769230769230769,0.0,0.1538461538461538,0.0769230769230769,0.0,0.0769230769230769,0.1538461538461538,0.0769230769230769,0.0,0.0,0.0769230769230769,0.0769230769230769
Q9Y679,phospho,0.1875,0.0,0.1764705882352941,0.2941176470588235,0.3529411764705882,0.0,0.2941176470588235,0.1764705882352941,0.3529411764705882,0.1176470588235294,0.2352941176470588,0.2941176470588235,0.1862745098039215
Q6ZV89,phospho,0.2222222222222222,0.0,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1296296296296296
Q969G6,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O15042,phospho,0.0833333333333333,0.081967213114754,0.0983606557377049,0.0655737704918032,0.1475409836065573,0.0,0.2459016393442623,0.0655737704918032,0.081967213114754,0.0327868852459016,0.0983606557377049,0.2459016393442623,0.0710382513661202
Q8N1I0,phospho,0.0333333333333333,0.1666666666666666,0.1,0.1,0.0333333333333333,0.0,0.4,0.1666666666666666,0.2,0.0666666666666666,0.2333333333333333,0.4,0.1333333333333333
Q10469,phospho,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0333333333333333
Q00839,phospho,0.0,0.08,0.0,0.074074074074074,0.0357142857142857,0.0,0.0714285714285714,0.0714285714285714,0.1071428571428571,0.0357142857142857,0.0714285714285714,0.0714285714285714,0.0617283950617283
Q9Y520,phospho,0.081967213114754,0.1229508196721311,0.0491803278688524,0.0983606557377049,0.1229508196721311,0.0,0.1487603305785124,0.1487603305785124,0.024793388429752,0.0991735537190082,0.0826446280991735,0.1487603305785124,0.0905349794238683
Q14103,phospho,0.0666666666666666,0.0,0.0666666666666666,0.1333333333333333,0.0,0.0,0.1875,0.0625,0.0625,0.1875,0.0666666666666666,0.1875,0.086021505376344
Q8WXG6,phospho,0.0677966101694915,0.0508474576271186,0.0508474576271186,0.0847457627118644,0.1186440677966101,0.0,0.1525423728813559,0.0508474576271186,0.0338983050847457,0.0508474576271186,0.0508474576271186,0.1525423728813559,0.0536723163841807
Q15047,phospho,0.12,0.04,0.04,0.04,0.08,0.0,0.08,0.08,0.04,0.04,0.04,0.08,0.0466666666666666
Q9P206,phospho,0.1948051948051948,0.1428571428571428,0.1818181818181818,0.2467532467532467,0.1298701298701298,0.0,0.2987012987012987,0.1038961038961039,0.1558441558441558,0.2077922077922078,0.1948051948051948,0.2987012987012987,0.1731601731601731
Q14004,phospho,0.1,0.0769230769230769,0.0434782608695652,0.1720430107526881,0.1505376344086021,0.0,0.2473118279569892,0.086021505376344,0.1182795698924731,0.053763440860215,0.086021505376344,0.2473118279569892,0.0918918918918919
Q96LJ8,phospho,0.0,0.0,0.0,0.1428571428571428,0.2857142857142857,0.0,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.4285714285714285,0.0952380952380952
A3KN83,phospho,0.1388888888888889,0.0833333333333333,0.1388888888888889,0.0833333333333333,0.0833333333333333,0.0,0.2222222222222222,0.1388888888888889,0.1666666666666666,0.0,0.1111111111111111,0.2222222222222222,0.1018518518518518
Q9BY11,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.2857142857142857,0.0,0.0,0.1428571428571428,0.0476190476190476
Q92902,phospho,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,0.0,0.25,0.0833333333333333
Q9H501,phospho,0.0930232558139534,0.0,0.0,0.0,0.0454545454545454,0.0,0.0909090909090909,0.0909090909090909,0.0227272727272727,0.0454545454545454,0.0454545454545454,0.0909090909090909,0.0268199233716475
Q8WXI7,phospho,0.0949868073878627,0.0659630606860158,0.0897097625329815,0.0765171503957783,0.0659630606860158,0.0,0.0976253298153034,0.0659630606860158,0.1055408970976253,0.100263852242744,0.0633245382585752,0.0976253298153034,0.0839929639401935
O60271,phospho,0.0454545454545454,0.0454545454545454,0.0303030303030303,0.0757575757575757,0.0757575757575757,0.0,0.1515151515151515,0.0606060606060606,0.106060606060606,0.0151515151515151,0.0757575757575757,0.1515151515151515,0.0555555555555555
Q14152,phospho,0.054054054054054,0.054054054054054,0.027027027027027,0.027027027027027,0.081081081081081,0.0,0.054054054054054,0.027027027027027,0.054054054054054,0.0555555555555555,0.0857142857142857,0.054054054054054,0.0407239819004524
P06702,phospho,0.0,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0476190476190476
P02788,phospho,0.0,0.0,0.0769230769230769,0.2307692307692307,0.0,0.0,0.0,0.0,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0769230769230769
Q9BRQ0,phospho,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.25,0.1666666666666666,0.0,0.3333333333333333,0.0833333333333333,0.25,0.25,0.25,0.3333333333333333,0.2222222222222222
O95391,phospho,0.0,0.0769230769230769,0.1538461538461538,0.1538461538461538,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0769230769230769,0.0641025641025641
P29353,phospho,0.2142857142857142,0.2142857142857142,0.0,0.0714285714285714,0.2142857142857142,0.0,0.2857142857142857,0.1428571428571428,0.0,0.0714285714285714,0.1428571428571428,0.2857142857142857,0.0833333333333333
Q86YZ3,phospho,0.0,0.0,0.0389610389610389,0.0,0.0519480519480519,0.0,0.1558441558441558,0.0,0.0519480519480519,0.0519480519480519,0.0,0.1558441558441558,0.0238095238095238
O95405,phospho,0.1,0.0,0.05,0.15,0.1,0.0,0.2,0.0,0.0,0.05,0.05,0.2,0.0416666666666666
A6NCI8,phospho,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.125,0.125,0.125,0.0,0.0980392156862745
Q9UN86,phospho,0.0714285714285714,0.0,0.0,0.0714285714285714,0.0714285714285714,0.0,0.1428571428571428,0.2857142857142857,0.3571428571428571,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428
O43426,phospho,0.14,0.16,0.1764705882352941,0.1568627450980392,0.1176470588235294,0.0,0.3137254901960784,0.1568627450980392,0.1372549019607843,0.0588235294117647,0.2156862745098039,0.3137254901960784,0.140983606557377
P61313,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q8IYB3,phospho,0.1959459459459459,0.1418918918918918,0.1216216216216216,0.0675675675675675,0.2162162162162162,0.0,0.4693877551020408,0.1564625850340136,0.3741496598639456,0.136986301369863,0.2534246575342466,0.4693877551020408,0.166289592760181
Q9Y6C2,phospho,0.125,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0416666666666666
Q9UKP4,phospho,0.0,0.625,0.125,0.25,0.125,0.0,0.0,0.25,0.125,0.125,0.25,0.0,0.25
Q6IA69,phospho,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.0,0.0,0.0303030303030303
Q7Z6Z7,phospho,0.0701754385964912,0.0935672514619883,0.0818713450292397,0.0584795321637426,0.0584795321637426,0.0,0.1461988304093567,0.0760233918128654,0.0760233918128654,0.0526315789473684,0.0350877192982456,0.1461988304093567,0.0730994152046783
Q92614,phospho,0.053763440860215,0.053763440860215,0.043010752688172,0.021505376344086,0.064516129032258,0.0,0.043010752688172,0.032258064516129,0.064516129032258,0.010752688172043,0.0434782608695652,0.043010752688172,0.0376344086021505
Q68CZ2,phospho,0.0693069306930693,0.1089108910891089,0.1287128712871287,0.1782178217821782,0.0891089108910891,0.0,0.2376237623762376,0.1089108910891089,0.1287128712871287,0.1386138613861386,0.12,0.2376237623762376,0.132013201320132
Q96S52,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0
P46937,phospho,0.1224489795918367,0.0816326530612244,0.0816326530612244,0.2040816326530612,0.0816326530612244,0.0,0.2040816326530612,0.1428571428571428,0.0612244897959183,0.1224489795918367,0.0612244897959183,0.2040816326530612,0.1156462585034013
Q12982,phospho,0.0,0.125,0.0,0.125,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.125,0.0416666666666666
Q6PJT7,phospho,0.1785714285714285,0.0701754385964912,0.1052631578947368,0.1052631578947368,0.087719298245614,0.0,0.1228070175438596,0.0892857142857142,0.0909090909090909,0.0363636363636363,0.0545454545454545,0.1228070175438596,0.0830860534124629
A8MV65,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1666666666666666
P53667,phospho,0.0,0.15,0.0,0.15,0.05,0.0,0.2,0.1,0.1,0.1,0.2,0.2,0.1
Q9H3E2,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0
Q86UC2,phospho,0.0,0.0909090909090909,0.0,0.1818181818181818,0.0833333333333333,0.0,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.1159420289855072
Q9H4A3,phospho,0.1492537313432835,0.0597014925373134,0.044776119402985,0.0895522388059701,0.0735294117647058,0.0,0.1029411764705882,0.1470588235294117,0.088235294117647,0.088235294117647,0.1323529411764706,0.1029411764705882,0.0864197530864197
O75771,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0
Q96PJ5,phospho,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,0.0,0.4285714285714285,0.1428571428571428,0.0,0.1428571428571428,0.119047619047619
Q71F23,phospho,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074,0.037037037037037,0.0,0.037037037037037,0.1111111111111111,0.1111111111111111,0.037037037037037,0.037037037037037,0.037037037037037,0.0802469135802469
Q13882,phospho,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0238095238095238
O14976,phospho,0.15,0.075,0.125,0.075,0.073170731707317,0.0,0.1707317073170731,0.1219512195121951,0.1219512195121951,0.048780487804878,0.1463414634146341,0.1707317073170731,0.0946502057613168
P31942,phospho,0.0,0.25,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0625,0.0,0.1875,0.0520833333333333
Q3MJ13,phospho,0.1428571428571428,0.1428571428571428,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,0.0,0.1428571428571428,0.0476190476190476
Q8IUD2,phospho,0.0333333333333333,0.0666666666666666,0.064516129032258,0.1290322580645161,0.032258064516129,0.0,0.1935483870967742,0.032258064516129,0.032258064516129,0.064516129032258,0.064516129032258,0.1935483870967742,0.0648648648648648
P51812,phospho,0.0384615384615384,0.0384615384615384,0.1153846153846153,0.0769230769230769,0.0769230769230769,0.0,0.1923076923076923,0.0,0.0,0.08,0.12,0.1923076923076923,0.0516129032258064
Q9ULU4,phospho,0.1184210526315789,0.0263157894736842,0.1447368421052631,0.1052631578947368,0.0657894736842105,0.0,0.25,0.0921052631578947,0.1184210526315789,0.0789473684210526,0.0921052631578947,0.25,0.094298245614035
Q9UQ35,phospho,0.0868263473053892,0.0958083832335329,0.0763473053892215,0.0883233532934131,0.0823353293413173,0.0,0.2604790419161676,0.1349325337331334,0.1874062968515742,0.1426426426426426,0.1411411411411411,0.2604790419161676,0.1208791208791208
Q9H4L7,phospho,0.0454545454545454,0.0454545454545454,0.0681818181818181,0.0909090909090909,0.0681818181818181,0.0,0.0909090909090909,0.0909090909090909,0.0681818181818181,0.0681818181818181,0.0909090909090909,0.0909090909090909,0.0719696969696969
Q13435,phospho,0.025,0.075,0.05,0.0,0.025,0.0,0.15,0.0,0.2,0.05,0.025,0.15,0.0625
Q9UPQ0,phospho,0.0666666666666666,0.0666666666666666,0.0666666666666666,0.1,0.0666666666666666,0.0,0.2666666666666666,0.1,0.1333333333333333,0.0833333333333333,0.1166666666666666,0.2666666666666666,0.0916666666666666
O15400,phospho,0.0,0.0625,0.1176470588235294,0.0588235294117647,0.1111111111111111,0.0,0.2222222222222222,0.2222222222222222,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.2222222222222222,0.0961538461538461
Q92772,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q9BZZ5,phospho,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1296296296296296
Q9NQC3,phospho,0.15,0.175,0.125,0.1,0.1,0.0,0.275,0.15,0.075,0.175,0.2,0.275,0.1333333333333333
P18887,phospho,0.125,0.125,0.125,0.125,0.1666666666666666,0.0,0.25,0.1875,0.1041666666666666,0.125,0.1875,0.25,0.1319444444444444
Q9H7H0,phospho,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0666666666666666
O00459,phospho,0.1,0.2,0.1,0.1,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.2,0.1333333333333333
Q53GL0,phospho,0.0,0.125,0.0625,0.0625,0.125,0.0,0.1875,0.0625,0.0,0.125,0.1875,0.1875,0.0729166666666666
Q15036,phospho,0.1,0.1,0.15,0.05,0.05,0.0,0.15,0.1,0.05,0.15,0.0,0.15,0.1
Q9UQM7,phospho,0.0,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0588235294117647,0.0,0.0,0.0588235294117647,0.0196078431372549
Q5SYE7,phospho,0.1888888888888888,0.1555555555555555,0.1111111111111111,0.1444444444444444,0.1666666666666666,0.0,0.3370786516853932,0.1123595505617977,0.1011235955056179,0.1931818181818181,0.1136363636363636,0.3370786516853932,0.1361940298507462
Q8NAA4,phospho,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.1,0.0333333333333333
P48736,phospho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0666666666666666,0.0666666666666666,0.0,0.010752688172043
